,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
0,Eduardo14716074,,,154,204,10408,10972,"BREAKING: Given the fact that there are dueling electors from multiple states Joe Biden is not the president-elect. If it is determined that Joe Biden won on January 6th he will be the president-elect, but not until then. Anyone who says otherwise is spreading fake news.",[]
1,zsanjook,에이티즈 최산 ／ 𝙒𝙧𝙞𝙩𝙩𝙚𝙣 𝙗𝙮 𝙖 𝙛𝙖𝙣 ： ❝My story inaugurates when I dance. Through dint of my performance I spactacle you fantasy.❞,Bilingual: Eng & Ind,14,12,267,0,"@itzlovelia Is there no fix for that or you just basically gotta wait..? 😥
 
It's not a big news. You've caught my attention since your debut. Ok, this is suddenly turns into a confession session.",[]
2,lorrainebomber,Proud member Essendon Football Club. #DonTheSash #MightyBombers #StandByHird #J34,"Melbourne, Australia",1341,1358,76586,46,https://t.co/WEsiLqBxzF Labor insiders say their research shows that Morrison’s high approval ratings are in fact quite brittle.,[]
3,petewest1966,Full time Trinity Fan. #WAWAW 🦉🦉.⚜️🇬🇧🇬🇧🇬🇧,here just here. ,765,319,8947,315,"Headlines like 'MUTANT COVID' help absolutely nobody and nothing. It's almost like bad news gets more attention.

Changes happen. @BallouxFrancois who is an expert in this field says - 'there is currently no cause for panic.'

I agree with Francois. Caution, not panic.",[]
4,ladyrare1,,UK,2591,1603,169167,4,Four children who died in house fire were 'so neglected they 'communicated by grunting' and had 50 accidental injuries' https://t.co/SKuc4OVnHn,[]
5,krishnaraomg,,,23,1,150,0,"@KTR_News @KTRTRS Dear ktr sir, we are from Sri venkataramana colony. Kistareddy pet  gp.ameenpoor mo. Sir we don't have drinking water in our colony.  Many times we went  Hmws office ameenpoor and srnager office also. They said we send proposal to CMO. Till today",[]
6,4tybin,Doing the right thing should not be a matter of what political party you affiliate with. Patriotism is putting Country over Party. No LISTS. I REPORT BOTS,PNW USA,3005,2218,332224,4535,"The White House’s chief security officer just had his leg amputated bc of COVID, and his family has had go to GoFundMe to help pay for it all. 

“The White House declined to say whether Trump has contributed to the effort.” 

https://t.co/MjlcYSKW0v https://t.co/l5yndEuTjG",[]
7,merrydrugden,CJ || serve me the sky with a big slice of lemon 🍋 ll she/her/they/them,🇵🇭,802,292,113530,0,every time i look at the facebook reactions to news headlines it’s always an influx of laughing reactions lmfaoo,[]
8,rubycooper007,"Strong with a heart of gold 💖 An English Persian🌹 Zoroastrian And Spiritual  🌹A Secularist. Whistleblower.
Loves kindness & dogs,hates cruelty #freeiran #waspi",#freeassange,4995,3818,221883,249,"""According to social media activists, the families who witnessed their loved ones’ bodies noticed that some body organs had been removed in numerous cases.""
#Iran
#HumanRights
https://t.co/YKMpGvj3vY",[]
9,Stuperbeeeee,🇪🇸 | UST,UST,794,96,13332,2,"EXCELSIOR!: STAN LEE and JACK KIRBY biopic script makes 2020 BLACK LIST:

https://t.co/ptMWedjpAa https://t.co/wwDmVnlJ5W",[]
10,CherylTurner3,Snr Research Fellow Learning & Work Institute; WEA Ambassador; Chair Governors @fircroftcollege; bk ‘Living by the Pen'(Routledge)18C prof women writers,,262,572,5114,6,Unconscious bias training to stop for civil servants. We spoke to the @BBCNews about the need for stronger anti-racism training at work https://t.co/MijvtMCRmx,[]
11,CBrown52791704,I’ve run my own business for many years. I’m kind and appreciate people.,,79,178,53434,39,"New Variant Of Coronavirus Could Be Responsible For 'Faster Spread', Matt Hancock Says. The word “could” is widely used in politics and MSM. It means bollox https://t.co/9ZHzq7aMRg",[]
12,chryslap,Ukrainian chick. Free-lance writer. Bleeding heart. Recovering foodie.,,4914,1479,89595,4,"Dec 14, 4 firing attacks by Russia's forces (RF). Heaviest at Shumy village near occupied town of Horlivka - anti-tank rocket &amp; grenade launcher fire. More firing around #Avdiivka, where #OSCE reported new RF fortifications/trenches dug towards Ukr lines https://t.co/4OOGsTJID2 https://t.co/SqKdJB9V3m",[]
13,MyZakirKhan,"@Tricecomp  Founder, Consultant, of Domestic & International of Marketing & Export Business Development Roll Forming Machine & Automation Shutter, Door And Gate","Bengaluru, India",2053,933,11125,0,"Lorry crushes 4 children to death, leaves 12 others injured in Andhra’s Kurnool 
https://t.co/rr6jqULqDI https://t.co/Z80HUuyQfk",[]
14,adamia69,,Peshawar,894,446,11121,81,"Great News For Economy 

Large Scale Manufacturing LSM grew more than 5.4% from July to October. 

That is an amazing sign of economic growth. 

All signs are pointing towards a great economic strength. Consumer goods and auto sales have already shown demand.

PAKISTAN RISING",[]
15,leedsstudentmed,An NHS GP practice providing healthcare to students living and studying in Leeds,"Leeds, United Kingdom",205,475,2144,0,Landmark change to blood donation criteria https://t.co/8wvJSOppjs,[]
16,ioniqman,🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🇵🇱 🇺🇸TRUMP WON END OF STORY #TRUMP2020 twitter 🖕😅🍿time https://t.co/TMzTCncP7l watch this America https://t.co/n0272EkFoC👈,", England",750,1135,33927,1,"@kathrynpra @Aag144 @Silence_is_1 @catsofoxford @parsleyfarmer @DaveOneSixNine @tuppence1843 @HauvenTweet @ioniqman @BendyGardiner @tmf71767239 @BetfairCS @Betfair @MaltaGamingAuth @Maximus_4EVR Listen, congrats on your win, enjoy it and I mean that.

Good  news is I'm also going to win when betfair pay me my winnings when Trump wins",[]
17,MaxSmit48439143,"Former Republican never a Retrumplican. I support Biden-Harris, LGBTQ, and BLM.","Any town, USA",66,4,260,0,The Serial Golf Cheat in the White House | The New Yorker https://t.co/AU8RVRMPrf,[]
18,Z4ch3ryW,I identify as human. I drink too much coffee. I’m not a fan of a pandemic. That’s all for now.,"London, England",392,52,335,0,"Another monolith has appeared roadside in Austin, Texas. On it is inscribed “Merry Christmas to Earth”.  #monoliths #aliens #Texas 

https://t.co/FXnEVUJux4","['monoliths', 'aliens', 'Texas']"
19,NiceConvos,"Scottish by Choice :-) YES & pro EU. Atheist. Love rural life, nature, animals, history, science & astronomy. Disabled. Political. Always happy to make friends.","Rural Galloway, SW Scotland",5410,5432,69253,156,"‘The government needs to change its messaging around Christmas’ 

Sober words from @chrischirp &amp; @DeenanDpillay of  @IndependentSage saying what the govt refuses to

https://t.co/r6TN4XHD66",[]
20,JSolsayer,"Where Everything Old Is New Again
Buy Low, Sell High
""For The Good Life""

Textile Designer & Consultant
100% Worthless Russian Asset
Non Sum Qualis Eram","Constantia, NY ""Red Lake""",953,779,37440,0,Governor Cuomo Announces Updated COVID-19 Micro-Cluster Focus Zones https://t.co/jwkVbZNLpk via @nygovcuomo,[]
21,alexcburrows,"Transport expert (policy, strategy, tech, innovation), work in rail industry, PhD student, wine, politics, adopted Brummie, AFC Wimbledon/Girondins de Bordeaux",Birmingham,2574,3803,131355,243,"1.7 million unemployed. The worst recession of any major economy. One of the highest death tolls in the world.

The damage this incompetent government's mishandling of the pandemic has done to the British public is unforgivable. 

https://t.co/hRDRZkdMRf",[]
22,PABS_News,Breaking Bitcoin Crypto News from @PABS_Signals,,41,71,4025,5,"#Binance Will Support the @Aion_OAN $AION &amp; @Cardano $ADA Network Upgrades &amp; Hard Forks

https://t.co/2j4qqupaeA",['Binance']
23,AdeCar,writer & deputy director @crisisgroup Europe & Central Asia program. ex @Reuters EU security & energy correpondent + 10yrs in Moscow. Erratic tweets all mine.,Europe,1432,1582,806,0,"@herszenhorn @annanemtsova Btw, does the mid still fax their statements? Always found it quite quaint to here the fax machine start whirring at some point in a breaking news story...",[]
24,ohoheya,hey ✨,Republic of the Philippines,421,149,2219,1,"[The first Japanese original song ""BEAUTIFUL"" has been decided as the new ending theme for the TV anime from the popular work ""Black Clover"" serialized in Weekly Shonen Jump on 2021/1/5 (Tuesday).]

WE’RE GETTING A JAPANESE OST!! 

https://t.co/w7VWjJWG53
@treasuremembers https://t.co/TGz9NG8Olb",[]
25,AnthonyDerose11,தமிழ் தேசிய மாணவன்,"Dubai, United Arab Emirates",178,842,21447,65,"#வெல்லப்போறான்விவசாயி

In Sun News. https://t.co/yqIp0lzJ1S",['வெல்லப்போறான்விவசாயி']
26,EUVoteLeave23rd,"Margaret Thatcher was the last Tory Leader! @Nigel_Farage for PM! #Tory #Unionist & #Brexiteer 1 of 17,410,742 - #Jewish #Zionist ✡ Love & Defend #Israel 🇮🇱!",United Kingdom,34985,31127,168060,17,"Are you watching, EU? UK plots money-spinning Brexit deal with India - major move planned https://t.co/Nq4jRzHFVB",[]
27,emptyroad4,"Ica✨

VIP OT5 ✨

Adopting Haruto ✨", VIP OT5 (Seungri),509,482,6220,1,"A good read. This would help you and others to be refreshed with what's really happening. This article is also written by a professional. 

https://t.co/JwE9hjc9AY

Please spread the news and continue spreading facts.

Have a great day! https://t.co/RuKQaDajlH",[]
28,AyesHavit,"#Sharpie was their weapon of choice.  You can always Vote *nay Fraud Count* your way into Socialism, but you'll have to Shoot your way out #StopTheSteal",Australia,7564,7092,258687,14,"@RickyRebelRocks @YesToTheUS @realDonaldTrump @POTUS And I'm betting if a national audit of all DOMINION equipment is done....Trump's #'s will be groundbreaking, add to this the news about the connection of Dominion and Solar Winds....yea there better be some high level ARRESTS taking place asap....😠🤨",[]
29,thejonascentre,"Follow us & receive offers & updates about the best value self-catering Scandinavian log cabins in Leyburn. Ideal for groups, schools & families.","Wensleydale, North Yorkshire",1125,989,2913,0,The Jonas Centre - December News 🙏 - https://t.co/WbVVv6Htdn https://t.co/1LcU4boCtG,[]
30,o_merk,"“The security of life is to see each object in itself, in its entirety, its material, its cause; with the whole heart to do just acts and to speak the truth”",,2155,9577,8565,0,"“I am worried that there are many special regimes for shipping that shipping firms can use in other markets. This gives them unfair advantages, facilitated by regulation” https://t.co/HmTXEQr0dV",[]
31,Aniruddhkumar85,FOUNDER OF DEV ENTERPRISES & CONSULTANT,Delhi,2825,206,24908,4,"#farmersrprotest | Prime Minister Narendra Modi has blamed the Opposition for the ongoing stir by thousands of farmers and said that farmers have been misled 

https://t.co/Q2xKs75vrP",['farmersrprotest']
32,journorakesh,"I write on India's energy sector for Energy Intelligence @energyintel. Prior stops include Dow Jones Newswires/The Wall Street Journal, Reuters, Hindustan Times",New Delhi,3204,1285,4127,2,"The latest @energyintel International Oil Daily news:

- #Iran Won't Seek Permission to Boost Output
- #Opec Turns Bear Dial Up Another Notch
- Xi Silent on Tackling #China's #Coal Addiction 
- #Exxon Adopts First Significant Emissions Targets

#OOTT","['Iran', 'Opec']"
33,divakarssathya,"Divakar S Natarajan's, 'no excuses', ultra peaceful, individual, non partisan sathyagraha against corruption in India. 





@sriram_sharma on Smule.","Hyderabad, India",3314,5908,279182,1,@TheDailyPioneer @BorisJohnson @narendramodi @DominicRaab So can we expect the @AshmoleanMuseum to send the stolen Tirumangai Alwar as well ?  https://t.co/tgyc6Pj0A0,[]
34,Randiga,"the Good, the Bad, the Ugly","Nairobi, Kenya",205,159,3699,99,A synthetic palm oil alternative could help save rainforests https://t.co/WBj9JIDDhP,[]
35,earthhighjumpin,Fuck you!,Underground,35,0,38477,2,"China’s economic recovery strengthens, prompting Oxford Economics to upgrade its estimate for the nation's 2021 growth to 8.1% from 7.8%. https://t.co/33RMisQJwK",[]
36,HCOSC_Official,The Official Twitter feed of Hull City Official Supporters Club. #HCOSC,"Tigers Trust Arena, Hull (UK)",926,6612,7568,0,"Blackpool vs Hull City Match Preview
https://t.co/RAKsiBu0NC https://t.co/LvVu3Qmchk",[]
37,queenmirriam,normalize following me @queenmirriam,,1144,1470,5206,5,"Breaking News 
Man dies after speaking luhya language on an empty stomach 😭😭😭😭",[]
38,syamkp1,"📊Forex Fund Manager, Trader, 🌏Traveller, and @ManUtd fan

Chief analyst: @gulfbrokers_com","Dubai, United Arab Emirates",280,158,955,0,"#StocksToWatch 

US #biotech firm #Alexion Pharmaceuticals (NASDAQ: ALXN) shares surged 30% on Monday after #AstraZeneca has agreed to acquire $ALXN for $39 billion. 

https://t.co/T9xGOoHxov

#StockMarket #WallStreet #vaccine #Stock2020 #trading","['StocksToWatch', 'biotech', 'Alexion', 'AstraZeneca', 'StockMarket', 'WallStreet', 'vaccine', 'Stock2020', 'trading']"
39,pyiwackett,"love to read, watch shows about ghosts & history happily married & have 2 black cats.  my views are my own & not respenstative of place of employment",Ohio,35,34,6009,4535,"The White House’s chief security officer just had his leg amputated bc of COVID, and his family has had go to GoFundMe to help pay for it all. 

“The White House declined to say whether Trump has contributed to the effort.” 

https://t.co/MjlcYSKW0v https://t.co/l5yndEuTjG",[]
40,CRuehlicke,"C. Ruehlicke 's work includes painting, video/editor, installation ,set design, poetry,photography","New York City,NY",360,384,42869,351,"A one-time tax on the humongous wealth of the American billionaires who have profited from the pandemic would help Americans survive it. Good idea, explained well. 

https://t.co/ZWIHmfRHKI",[]
41,skipai,"Otter, ♿️visual impaired, 🔞NSFW. 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇺.  Writer, see NSFW @skipaicreations for stories info.  https://t.co/umu8TS7qmO",United Kingdom,580,615,38335,1178,The very same curbs put business in despair across the North but why only now is it headline news? https://t.co/TPMH0XlY2q,[]
42,BevVincent,"Author of The Dark Tower Companion, The Stephen King Illustrated Companion, The Road to the Dark Tower, and over 90 stories. Co-editor of Flight or Fright.","Houston, TX",332,7645,263317,38,Scientists find rocky chunks of asteroid in Hayabusa-2 space capsule https://t.co/3jlyUPf4vR,[]
43,NLC_2019,"🏘Founder of the National Leasehold Campaign (NLC) -The Leaseholders Campaign. 
🏘Trustee of LKP -The Leaseholders Charity.
Full time pediatric nurse.
#Fighter",,4255,4771,50886,1,"Huge thanks @PeteApps
@insidehousing for reporting our plight
@team_greenhalgh we can assure you £21k a month for waking watch is not affordable, let alone the £32k bill we are due for remediation!
#EndOurCladdingScandal
@McrCladiators
@ukcag
@NLC_2019
https://t.co/oftd7uniG8",[]
44,visualcriminal,"dog dad

he/him",,430,377,2787,2,Sackville's Powerhouse Co-op: a company for employees who don't suit 9 to 5: https://t.co/0vs5riCiDi https://t.co/15GfepX3u1,[]
45,ATNUnis,The world's leading network of young universities. @CurtinUni @Deakin @RMIT @UTSengage @UniversitySA,Canberra,802,1731,1774,0,"“We know that collaboration and flexibility in an integrated skills system will be vital to making the most of the opportunities Australia has,” @LukeSheehyATN https://t.co/8UBIITBqen https://t.co/YT1ra0DpoP",[]
46,Bunk714,,"Dumbfuckistan, Ohio ",4,1548,1390,5645,"TX presidential electors cast all 38 votes for Trump &amp; Pence... they also voted to ""condemn"" SCOTUS tossing out TX election lawsuit. #txlege https://t.co/L5JLzLk7Jm",[]
47,moongdalhalwa,"Liberal (actual wala)
The normal one.
#lfc",,100,135,18879,14,UK PM invites PM Modi to attend G7 summit next year after proposing 'D10' idea https://t.co/scqLGFm9W8,[]
48,KirklandTony,Traveling on...love my 4 boys,Ban Amphur-Chonburi-Thailand,0,20,56484,0,"Biden Receives Over 270 Electoral Votes Required to Become US President. 
Trump kisses his wife for recreation 
&amp; he became Extraordinarily Happy.
Which of these two dudes had the best day?? 

https://t.co/0D3fNaKdvm",[]
49,PerfectlyNin,"#Nintendo news. Yet another website covering Nintendo consoles and games: Nintendo Switch, Wii U, Nintendo 3DS, Nintendo eShop, Mobile, and more.",Some web server,554,3237,36683,0,Daily news (December 15): Monster Hunter Rise / The Hong Kong Massacre / Nintendo Switch Online / Roundout by POWGI / Pikmin 3 Deluxe / Pokémon GO https://t.co/nfS0lsvx1v https://t.co/WrV2IPZfY7,[]
50,ij_browne,COO @igniteni Resident @ormeaubaths,,307,667,1194,0,"Fantastic news, congrats to the @RicochetAI team. https://t.co/skuUN1gayE",[]
51,gurmeet111971,,Navi mumbai,470,164,5387,0,Grt news https://t.co/Nuql1hD0QW,[]
52,News1Lead,#NewsLead Top news provider related to various #crypto and #blockchain ecosystem’s 🏆 Powered by #SmartLiquidity Network ⚡️,,370,12848,1161,0,"🤝@RevoluGROUP announced #RevoluPAY signed Definitive Agreement with HB DIGITAL TECHNOLOGIES HOLDING LIMITED, Dec 11.

🤝DA outlines integration of @HuobiGlobal #DCE into #RevoluEX &amp; reciprocal white-label platform.

➡️INFO
https://t.co/076pX2iaND
#N1L #NewsLead #SmartLiquidity","['RevoluPAY', 'DCE', 'RevoluEX', 'N1L', 'NewsLead', 'SmartLiquidity']"
53,Seek_Er1,Previously @Seek_Err till the time weirdos @twitter decided to suspend my account for some imaginary violation!,Corona Hotspot Of The World,292,62,11989,371,"Expect more falsehood &amp; fake news to be disseminated from today as the BJP IT cell starts it’s “outreach campaign” to counter the farmers’ protest. 

We all need to work extra hard towards ensuring that sanghi propaganda is properly countered &amp; rubbished. https://t.co/WvkgsIfyJT",[]
54,OneBotSurgery,"One Bot is the official bot of @onedotsurgery, dedicated to global surgery - Empowering, inspiring and enlightening the movement towards safe surgery worldwide",,1,30,477,0,"Great news! ""Designing for Health Accessibility: Case Studies of Human-Centered Design to Improve Access to Cervical Cancer Screening"" has just been added to the One Surgery Research Index: https://t.co/m1eXx4UmFj",[]
55,ayarmy79,"love myself and love yourself 💜
Life goes on

kenapaapakahakuterlihatsepertiFansdariartisTOPSOCIALARTISselama4thberturut-turut BTSARMY",,466,305,2641,982,When they started calling their parents to tell the news that they got a grammy nomination is just 😭 @BTS_twt,[]
56,Alfin35,,,1229,97,25182,8792,"Man Chokes In Restaurant, Dr. Jill Biden Springs Into Action To Deliver Educational Lecture https://t.co/MLgr2qMCvy",[]
57,alex_j_thompson,DIRECTOR • LDN 🇬🇧,"U.K., Maidstone, London",363,938,4278,1604,"We’re beyond excited to finally share the news!!! We’re back together with our old friend @justinbieber, singing our hearts out on this new version of his gorgeous song ‘Holy’, all to raise money for @NHSCharities and @LG_NHS! 

Out Friday 18 Dec

#NHSBieber4XmasNo1 https://t.co/m5eCKBzZf9",[]
58,ssurya97,"-writer by hobby.
-pen name:- surya
-amiable N affable
-blithesome
-leo","Jharkhand, India",78,11,219,0,@Nimrocks88 @Atulsingh_asan Bhaiya source of this news,[]
59,IamHorlapo,Computer Engineer||Blogger||Android App Dev|| Entrepreneur|| Shoe marker|| Contact Us Today Available 247 Visit 🌐🔥 https://t.co/eUKmMhvrzN Today!!,Somewhere around the World,1807,1861,13388,106,"So, Boko Haram has claimed responsibility for the abduction of the #KankaraStudents. I see that some people are surprised. This is the NW and Boko Haram are in the NE, right? Wrong. Boko Haram have been operating in the NW, but the #Buhari regime have been suppressing the news!",['KankaraStudents']
60,HighlandCouncil,Social Media Policy https://t.co/ygCNb9dYIt This account is not monitored 24/7. Report problems https://t.co/NHNbW4OgOL Phone 01349 886606,The Highlands of Scotland,984,27483,43386,0,A brand new COVID-19 education toolkit aimed at primary school pupils is being issued to every school in Highland today. It will provide educators with an interactive way to teach children about coronavirus ➡️ https://t.co/kofgNwzcMp https://t.co/s9h2KS9zvk,[]
61,borah_ayushman,student(BSc) Madhabdev university  department Of Chemistry  ; Favourite Politician :- Dr. Himanta biswa sarma sir (BJP Jindabad),"Assam, India",35,43,2825,6,"IT'S TIME! We've got some #MCFCJFC team news for you.. ⚠️

#AamchiCity 🔵 https://t.co/ZGwC6ebnQv","['MCFCJFC', 'AamchiCity']"
62,graham1A,Scatology Professor and freelance writer for Twitter.,The Doha side of G72,1941,2124,113197,269,"Evidence of genocide against the Uyghur is growing. U.K. Government and business must act: end the use of cotton from Xinjiang, impose sanctions on officials overseeing forced labour &amp; step up efforts to allow UN access to the region. We must not look away https://t.co/IawHyOHNaO",[]
63,FXstreetNews,"24/5 real-time forex news. Covering Forex since 2000, now on the @FXScrypto beat too.",Barcelona,275,191617,373197,0,"Gold Price Analysis: XAU/USD regains positive traction, focus on 20-DMA at $1875.30 – Commerzbank By @FXstreetNews https://t.co/Vyb2CqW8DK #Gold #Banks","['Gold', 'Banks']"
64,weebwriter,"Don't ask what life is, define it.   Cheeky 6'2 girl;  (✿◡‿◡)
Gamer - Writer- Streamer- Foodie - Pansexual - Voice Actress Hobbyist ||","Brooklyn, NY",900,156,13218,26146,Me interrupting Fox News December 21st to make my super villain debut when I get my powers https://t.co/TxQJj6R50l,[]
65,brooklynjew,Proud to be from Brooklyn and Jewish... 🇺🇸 🇮🇱,Brooklyn NY ,241,95,1265,3,"More good news out of Morocco: Morocco to Become First Arab Nation to Teach Jewish History, Culture in Schools | United with Israel https://t.co/si9YpX1lsH",[]
66,Mark_Ptolemy,"Daddy to three evil geniuses, hubby to the perfect woman and Secretary of the Australian Workers Party.","New South Wales, Australia",1679,530,4717,0,"@JoshNMFC @SkyNewsAust @JoeBiden No, don’t watch them; just here for my own amusement. Life is way too short to watch Sky News",[]
67,nicholaswaititu,"Kenya young politician and youth rights defender.
https://t.co/kBWWxH7vSt
https://t.co/hLggFqTkcP","Nairobi, Kenya",2154,4069,14947,0,@Atari_jamadar Fake news https://t.co/TOUHAF31pZ,[]
68,CelticNotorious,Celtic mad ufc and boxing fan🍀 🇮🇪 unrepentant fenian 😏,Belfast ardoyne,6231,5669,118847,0,Ghislaine Maxwell's lawyers ask judge to free her on $28m bail https://t.co/M5CZyNqzkM,[]
69,AlexanderMHynd,PhD candidate @UNSWArts  | hierarchy & middle powers in APAC. 🇰🇷 🇦🇺 🇮🇩,,964,1047,700,9,"The ASAA is compiling links to articles, statements and resources on the crisis in teaching of Asian languages in Australia. Please distribute widely, and let us know of new pieces: 

https://t.co/bcSDCNP7QV",[]
70,pristinekashmir,Pristine Kashmir is a news aggregating & publishing platform dedicated to the people who are passionate about writing & sharing knowledge.,Kashmir,48,1928,59754,0,Petrol Bomb Attack on PAGD DDC Candidate ‘Averted’ During Workers Meet in Kupwara https://t.co/kc41TeJvVt,[]
71,IAlwaysLikeThe1,Seeking and spreading the Truth. No masks or vaccines please! Being of Light. I love Bob Dylan and his songs.  Musician. Question things. Seek Truth!,,1127,753,6156,0,@WordsMatter2020 Don't believe fake news lies about him. Trump is so far from racist!,[]
72,OneBotSurgery,"One Bot is the official bot of @onedotsurgery, dedicated to global surgery - Empowering, inspiring and enlightening the movement towards safe surgery worldwide",,1,30,477,0,"Great news! ""Donkor, Andrew"" has just been added to the One Surgery Research Index: https://t.co/gWd12eoqnB",[]
73,natalie_k7,Facts and Opinions are both allowed.Future Husband @indomitable_Ire #uk #patriot #unite ❤️✌️❤️,United Kingdom,5001,4187,20179,0,"Watch this video !!https://t.co/NKb9xLmBtx

 #maga #maga2020 @POTUS @FoxNews @CNN @OANN #news #wearethenews #Trump #Trump2020 #TRUMP2020ToSaveAmerica #realnews @JoeBiden #BidenCheated2020 @realDonaldTrump @SidneyPowell1 @JudicialWatch https://t.co/QBwOa1E0li","['maga', 'maga2020', 'news', 'wearethenews', 'Trump', 'Trump2020', 'TRUMP2020ToSaveAmerica', 'realnews', 'BidenCheated2020']"
74,AnkitaMohite11,💜,,106,156,73893,983,When they started calling their parents to tell the news that they got a grammy nomination is just 😭 @BTS_twt,[]
75,CromTheOne,"I love my babies, my gorgeous Mrs, my perfect grandsons Bobby and Oli, the Mighty Dale and Lancs CCC. Giving my own business a whirl #KeepSmiling",Heywood,1704,827,8521,1178,The very same curbs put business in despair across the North but why only now is it headline news? https://t.co/TPMH0XlY2q,[]
76,ChristNme,,"Belleville, Mi",817,482,73095,2,@tariqnasheed This was on the news overseas. Media stayed showing the image of this Black woman and a Black man being vaccinated. https://t.co/rtUvXiXLyR,[]
77,AbdulRe16223326,"ملے گا کیا دلوں میں نفرتیں رکھ کر......؟
بہت مختصر ہے زندگی مسکرا کے جيا کرو.",,13,1,1,21,Broadway actress and dancer Ann Reinking dies aged 71 https://t.co/Z0W4AIo49s,[]
78,darealgeetee,,,1921,3001,28780,3632,"The solar system's two largest planets will appear to merge, creating a bright point in the sky on 21 December https://t.co/f0ZBD6TmeU",[]
79,neilk1,"Advocate for @Gina_Liano: Star of RHOM, season 4 barrister, author of Fearless, .Gina's tagline “I stand by what I say, but not how you interpret it.”",cheshire and melbourne,1799,830,20774,0,Tank Marines Get the Chance to Leave the Corps Early as Units Shut Down https://t.co/ZSF34lmFNr,[]
80,Sir_Berkeley,"Look for the darkness and I'll show you the light!😈
#TeamArsenal ☻😬
#Imostate 🌍
#Insta: @sir_Berkely 
Follow me I follow back 😀","Abuja, Nigeria!!!",3830,1417,48553,106,"So, Boko Haram has claimed responsibility for the abduction of the #KankaraStudents. I see that some people are surprised. This is the NW and Boko Haram are in the NE, right? Wrong. Boko Haram have been operating in the NW, but the #Buhari regime have been suppressing the news!",['KankaraStudents']
81,DEVENDR06734901,सिर्फ सनातनी rt व follow बैन न हो इसलिये एक दिन मे 7 लोगों को fbजो फालो करके अन फालो करने वालें हैं दूर  से नमस्ते,,854,862,5605,2,"Dr. @Swamy39 jee :

Karnataka: Congress MLCs in Karnataka Assembly forcefully remove the chairman of the legislative council 💥🌟 

(News &amp; Video: ANI News) 

cc: @rvaidya2000 @ranganaathan https://t.co/aFJa4o9d0O",[]
82,Ariesqha,"アリスカ #Janizu
🇮🇩","Palembang, South Sumatra",1052,410,12868,1,"Omg. It feels like we talked about this not too long ago. Yayyyy!!!!!

Snow Man’s Grandeur will be used for Black Clover’s 13th OP!!!!! 🥳🥳🥳

https://t.co/Ug3FkasH5t",[]
83,Far_Uganda,"Freedom and Roam Uganda, advocates  for rights of LBQ women.We run Ug's first LBQ mini clinic,provide care & support to LBQ living with HIV;faruginfo@gmail.com",Uganda,3380,3736,4013,6,"#HappeningToday: @KuchuTimes in conjunction with @HealthRightsUg kick off Regional Media Training in Northern Uganda. The project which is supported by @CanHCKenya aims at establishing an #LGBTI+ news reporting and correspondence network in Uganda...

#OurVoicesOurLivesLira https://t.co/caryDoFCfq",['HappeningToday']
84,egoiii3,息❣️,,74,34,78,4029,"That time TXT wore Haikyu!! Sports Uniforms in their New Music Video. ICONIC🔥 #ハイキューの日

🏐 READ: https://t.co/hmmtynyNa9 https://t.co/lePxnh7f6S",['ハイキューの日']
85,DrRimmer,Professor of IP & Innovation Law #Copyright #Patent #Trademark #plainpacks #Access2meds #SDGs #Climate #IndigenousIP #trade #TPP #robotics #3dprinting @QUT,"Brisbane, Queensland",17807,16526,403101,1,The Irish Data Protection Commission has fined Twitter aprox 0.01% of its annual revenue https://t.co/fJ4OPQMplN,[]
86,carlostheediot,he/they,"Arizona, USA",243,245,2973,0,@dolIhearted @bgmtrll fake news 🙄👎🏼,[]
87,faisallcdc,"Law student .day dreamer,proud MUSLIM and proud INDIAN.","Lucknow, India",373,721,122674,1,AAP in UP is a good news for SP and bad news for BJP.,[]
88,natnewswatch,National Newswatch - Canada's most comprehensive place for political news and views.  Join the chat using #NatNW or visit our website at:,,613,55204,181385,0,Ottawa preparing new rules on the use of French in key sectors of the Quebec economy | CBC News https://t.co/sU9eHakdJv,[]
89,Booksie,"Retired car hauler, Teamster, Roman Catholic, Father   of 4, Grandfather of 9, Great Grandfather of 5,  Married 62 years. Happily.Yellow Dog Democrat",Brown County OH USA,3084,673,7681,32,"📺 @NicolaSturgeon on @itvnews: ""I'm being a little more cautious because we've had news of a new strain of the virus that's been identified that appears to be faster-spreading.""",[]
90,SirJay21626193,,,246,17,1715,10972,"BREAKING: Given the fact that there are dueling electors from multiple states Joe Biden is not the president-elect. If it is determined that Joe Biden won on January 6th he will be the president-elect, but not until then. Anyone who says otherwise is spreading fake news.",[]
91,MattSScott,,,86,30,73,0,"Opinion | As Americans die by the thousands, Trump cronies cut in line for coronavirus treatments and vaccines - The Washington Post https://t.co/Q22kJgIKKi",[]
92,danwylde1993,"Wylde by name, wild by nature",,353,195,4305,0,@ddineley92 BBC news website and posycide checker thing on gov website 👍🏻 https://t.co/ndIc0DizqC,[]
