,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
914,RMP0PPER,ayo SUGA i remember how we came here three years ago when you and i used to fight all the time the wallpaper bathroom and veranda were all blue back then,HeThey🏳️‍⚧️Cate,468,234,13939,0,u let bts do a special episode of genius for ly answer and joon presents a one hour ppt for trivia love,[]
915,banjidoll,,,2818,574,173641,5774,We gone keep running shit up hotties 🐎🔥 love y’all https://t.co/WycjBCFTCZ,[]
916,LilMollyyyy,BITCH IM ACTN BRAND NEW🤪 A PRIVATE LIFE IS A HAPPY LIFE🌻🤗 ----IG : @MOLLYYMACCC🤘🏾❗,"☁️Mommy,Granny,Farrah&Jay❤️",872,528,19421,0,Just Because 2People Love EachOther Dont Mean They’re Good For EachOther😓💯,[]
917,meeequi,"Fan account for SB19

🔗https://t.co/av4k1Igk1x",maisan,830,719,60396,5,"How can you not love this baby?

REQUEST @SB19Official @MTV #FridayLivestream

SB19 BillboardSocialTop7
#SB19saTMFunPasko
@jah447798 https://t.co/PTUXkmb6hP","['FridayLivestream', 'SB19saTMFunPasko']"
918,superxkryptonx,busy doing hot they/them shit • 🇦🇺🏳️‍🌈 • 20 •,she/they,2179,877,37802,0,@hereticprxntiss @katieisagoddess yumm i love milo ice cream,[]
919,KingSkitoes,"Anime fan.. Chemistry is bae💖 .. Crypto trader
... Plays chess💀. Man u fan",,394,499,1890,164,"I’m makiing a fake dating gc for fun too

- minors are not allowed
- u get paired with a random person
- Act like a couple
- If u fall in love, u lose
- After 2 weeks are up, you can choose if u want to continue dating
-drop a comment if you’re interested 

credit: @/sadtedtalk",[]
920,nanya_eloke,"Loved Eternally by He who is love...
I love to listen and read great stories. 
I have some of mine and I look forward to sharing with you.",Nigeria,188,151,876,0,"...If love chooses you it chooses all oy you not some of you #TheKeikenLetters
@SelemaEnang you have a special place in my heart.",['TheKeikenLetters']
921,zhongli_fat_ass,"*:ꔫ:*﹤4TEEN﹥*:ꔫ:*
✿❀any pronouns !! enfp❀✿
*･༓☾ bokuto kinnie cw : my life fall apart ☽༓･*",up ur ass lolz,664,582,5651,0,"things i very really like about people 
- when people are looking to point or press a buton and they do that funny finger swirly thing 
- when people say ""love you"" at the end of calls right before hanging up 
- when you compliment someone and they do that flustered giggle",[]
922,aaaliffa,I’m that bitch,"New York, NY",607,910,6222,1555,"Shoutout to the women who are currently going through things they don’t speak about, but still displaying love. To the women who are juggling emotions, self-prioritization, and responsibilities. Take a deep breath, you’re doing great sweet heart. I hope you have an amazing day.",[]
923,Toneylegacy,,,348,215,2959,0,"Love My Families Kuumba! Giveaways from a few of my favorite family members

Phttps://www.instagram.com/p/CIyVZJGBRBA/?igshid=efzeiih5icgt
 llhttps://www.instagram.com/tv/CIzIvbXgr0E/?igshid=1n8af7ioaj6gh",[]
924,jaeajparkk,sleep. eat. day6. repeat. ✨| 97 🌸 | 🇵🇭 | she/her,jae’s,570,412,3258,0,i love his sweater 🥺🤍 https://t.co/WvLYQAa9Wr,[]
925,isiiwara,19.,Sri Lanka,127,128,1836,0,I love Satan,[]
926,SaiTej94644585,DHFM'$🔥🙏🌟 (jai BABU)✊,India,13,11,3363,50,"Jeet ! Jeet ! @Abijeet🥰

#Abijeet is my all time favorite #BiggbossTelugu4
- Impeccable Manners
- Smart Player😎
- Simplicity 

Let's vote max &amp; set the unmatchable record with highest votes ever

#VoteForAbijeet🔥
Lots of Love 😍😍

#VoteForAbijeetOnly 
#MostDeservingWinnerABI https://t.co/dDB0W0Q9lR","['Abijeet', 'BiggbossTelugu4']"
927,cabmuzikradiol1,Internet Radio station Who Play The Best Urban Music For Your Mind Body & Soul,"Florida, USA",99,56,25473,0,- David Joseph - You Cant Hide (Your Love From Me) https://t.co/0ZAmTjB5Wt #nowplaying #listenlive,"['nowplaying', 'listenlive']"
928,CyborgolEH9,,,1550,1365,5549,9291,I lost my two lil brothers last night. I know god left me on earth for a reason to up hold there names and live through them. I love bo-low and jojo never forget that   12/12/20 forever 🕊💔🙏🏾 https://t.co/zWH7hI9tjP,[]
929,kristweeps,yang punya akun ini princess👑,mei. ,929,850,29110,46,"#KRISTSINGTO : ⚠️ FAKE TEASER 
 Mhen x Tim 
- Love me like you do -
Romantic Blue The Series x วัยแสบเทวดาป่วน https://t.co/pGzybUpL18",['KRISTSINGTO']
930,Brittany2PointO,just here to talk my shit in peace.,"Florida, USA",152,91,2932,14214,Being in someone’s prayers is the purest form of real love.,[]
931,YAEGERCORE,"✧･ﾟ:* my sky, my sun, my moon and all my stars are you; chuuya 🌟彡 || was @adorechuuya",she/her ; 18 ! dms open :),641,628,3292,0,@ackrttynn kiss kiss fall in love 👩‍❤️‍💋‍👩,[]
932,coralangs,Huge Crystal Chappell fan! Animal lover! Will always be a voice for the voiceless!,UK,5261,5090,118499,116,"Please retweet to help Millie find a home #COTSWOLDS🇬🇧

Lovely Labrador aged 2, 'quiet and full of love' best in adult home could possibly live wit another dog if they have a good intro, wants someone around for her, see details🐶❤️

https://t.co/tDOeNmeJCW

#dogs #animals #pets https://t.co/mPKKhd5HjG",['COTSWOLDS']
933,kangmwini,⋆（𝐃𝐔𝐏𝐋𝐈𝐐𝐔𝐄𝐑/𝐌𝐌𝐈𝐈) ∷ The tallest boy of #크래비티 who captivates everyone by his unique personality. Being a full-day caretaker of 𝐋𝐔𝐕𝐈𝐓𝐘,starllimz ; #floppiës ,409,389,13606,0,"no need to say sorry, dear
any1 who send this, i love you &lt;3 https://t.co/a92o5fXEnz",[]
934,nattinatt2000,Yoshi ❤ Doing art as a hobby!,,281,422,1774,0,@TransformYosh sometimes i really wish to redraw one of your drawings since you do an amazing job on drawing cool scenarios or poses of yoshi and i love it so much!,[]
935,MGpureamour,,,58,65,4969,0,@Gulfkanawutofc ♡i love you gulf kanawut♡ https://t.co/kSDuVvCGkq,[]
936,Smb779,"I work on the water, married to my dream woman, we have 1 son, 2 dogs, 2 cats, 11 chickens 🐓and 6 roosters 🐔",NB Canada,1563,86,1731,0,"@paultguitarist I actually love load. I know a lot of ppl don’t, but it reminds me of my high school years. Youthanasia, is also an awesome LP though. Train of consequences is my fave.",[]
937,asawaniazraelx,"get fucking lost, asshole",,150,114,861,11,"i love you, the first and original jonaxx girl who made me so whipped. 
#ReniellaV3rdMseriesGirl",['ReniellaV3rdMseriesGirl']
938,metrodotstyle,Well-styled life.,Manila,58,9061,18107,0,"We list the 12 series that made our hearts soar and swell, and fall further in love with K-drama! https://t.co/qzli8FOexW",[]
939,NAMJINGODTIER,"#NAMJIN: you had tough days? yes, whenever you're not with me ⁠| 🤡 | OT7 | ・し・ | 아미 | ⟬⟭ ♥︎ ⟭⟬ | december is offically NAMJIN MONTH | backup acc @keiyhyungiee",ⁱ ᵐⁱˢˢ ᵇᵗˢ,4017,2141,82752,1091,taehyung and his love for art — a thread https://t.co/kAZ2hqDjcS,[]
940,BashirJames3,Relax and enjoy the ride live is yo fun,,829,63,591,0,@toveyah The perfect woman you are 😘 I love korn,[]
941,zak4994,"Salt - gay girl's straight best friend;
Schrödinger's beard;
F1 - McLaren;
LFC;
Siege;
Drum and Bass; 
duo: @msverox;
I do data stuff;
Emotional sinkhole;",London,688,3822,14007,0,"I love the Cyberpunk 2077 atmosphere, world, story, music, setting, characters.
I think the gameplay is meh though.

The former does enough for me to enjoy it A LOT.
Also blessed that my game has been bug free 95% of the time and I'm able to run it well.",[]
942,TaeTae___Love,You're too young to let the world break you.” ― Kim Taehyung,India,392,278,26537,0,It would have done so mutch better if they released the albums on the same day as the music release https://t.co/fbdou3zCGU,[]
943,btwitsmapple,acero fino alla fine,Mapple's Teddy Bear Wallet,507,319,4687,7,"I love y'all mstans! I love you, Maria Apolonia, you raised my standard ✨",[]
944,Goldenngal,Other Half @_Kalidean I 🇵🇷🇭🇹 | USF Alumna💚💛 IG | Goldenngal_ 🍯,,356,9334,124142,0,Can’t wait to experience that everlasting love.,[]
945,lovemg41,"***I am here for Mewgulf.. I always support and stan them.
****also stanning Song JiHyo unnie & Kim Jong Kook oppa💕💕 so if ur spartace let's be mutual😍😍",,500,217,1699,1,Let's show our love to Gulf  #HairitzxGulf,['HairitzxGulf']
946,ezaina7,Tae biased⁷/ot7,she/her♡;eighTEEN∞,193,59,273,0,@4Cypher7 I love all the rapline solos. 😭😭 and not only solos. All the rap. All the song. Oh no. 😭😭😭 everything.🤦‍♀️🤦‍♀️ My first fav was cypher pt. 4 🥺 I want to learn that song. But that's tough. 😭😭🤕😭 wht am I even saying. Bye~ Stream Stream,[]
947,Isuitedpokers,"""Aint nobody gonna hit as hard as life! But its not about how hard you can hit, its about how hard you can get hit and still keep moving forward""",By her side ,80,24,128,4517,"I look for the good in people. Sometimes I get hurt for it, but it's rare and it's worth it. You may hear me say optimistic things that sound naive. I'm not naive. I've read too much history to be naive. I just think love wins out over the darker parts of human nature in the end.",[]
948,oneandonlyasahi,FOR #ASAHI 🤖 and #TREASURE ♥️,,169,170,1198,0,"I love him, I love all 12 of them https://t.co/lulhinK2UO",[]
949,dianachiminie,love yourself 💜💜💜...so happy to be a part of ARMY,,659,382,49624,59,"🐨: Mom! It's really happening, it happened, did you see it?
🐨: How can you not give call though, to me, your son~
🐨: I love you, fighting~ 💜 okay!

🥺🥺🥺
https://t.co/tB5SHn64Ww",[]
950,JABKarlsson,"Computer programmer, mainly C++ and C#. Programmed since 8-bit. Been abroad 20y now home in Sweden",Sweden,580,282,4014,6,"Because Sweden is run by herd immunity crazies, someone bought the domain for FHM and put Covid info along the lines of WHO on it and now I’m in love. 💘 https://t.co/CbSJ3krZjF",[]
951,DaddyOlomps,God first🙏 believe in yourself Strive hard and never quit Olatunkumbo❤ liverpool YNWA🚀,"Accra, Ghana",826,749,1889,1728,I just want to say thank y’all for the love. I really appreciate it! From my humble self Osita Iheme aka Paw paw 😊 https://t.co/UlOuwh4VEV,[]
952,xxswati,love life to bitzz,,67,4,11,0,@jaskaran2k20 @rehankhan657 @diljitdosanjh We love modi our nation PM,[]
953,Chaluay19,,,83,32,5082,11307,"GOT7 MONOGRAPH &lt;Breath of Love : Last Piece&gt; EP.05
https://t.co/a1p7ch1efZ

YouTube https://t.co/z7CjZnjbkX
MelOn https://t.co/FJ2uTSU2lP
Vibe https://t.co/A43CkUyDoq

#GOT7 #갓세븐 @GOT7Official
#IGOT7 #아가새
#GOT7_BreathofLove_LastPiece
#GOT7_Breath
#GOT7_LASTPIECE https://t.co/uU4FopVDey",[]
954,BrowncoatMemes,"""Hey, I didn't fight in no meme war..."" –The Hero of Twitter.
""In the land of the blind, the one-eyed man is king.""
• MemeWorld •",,87,157,243,0,"""China Love Swalwell Long Time"" https://t.co/PBwBx8YgJu",[]
955,DellitonF,,,15,2,4,0,"@TravisGreeneTV I love you sir, you always inspire me with your songs through your lyrics. God bless you sir.",[]
956,sugashook_,"۵ artist
۵ SHE HER
۵insta:sugashook
""When Castiel first laid a hand on you in hell, he was lost!""",,706,6450,46258,0,i want jungkook to grow out of his little baby face i love him too much and i dont want to,[]
957,koobicoore,#hobi: my big fat ass got all them boys hooked,kacey musgraves enthusiastic,227,175,9714,0,la cara de tae dude you’re in love https://t.co/MC3zLQClct,[]
958,mayabla999,what it do,"Aiken, SC",154,43,1733,808,I love that heart to heart shit . Like them deep conversations &amp;  just vibing with somebody I really fuck with .,[]
959,EShee85980920,Just the way am i..🥰 #ลูกบอลของคุณบิ๊กกลัฟ #หวานใจมิวกลัฟ,Thailand,70,12,6915,1,"i love u so much naa 
#HairitzxGulf",['HairitzxGulf']
960,Meisyams_,Harta tahta yang lagi baca.,"Bandung, Indonesia",103,44,695,0,I need somebody who can love me at my worst.,[]
961,Iyobosakelly_,"Accountant| writer| Brand Influencer|
~RTs ≠ endorsement #NB ♥️","Abuja, Nigeria 🇳🇬",7448,13330,41056,181,That person you love can be sweet and bitter at the same time. You just have to understand this and not get mad about that bitter part.,[]
962,aknotay,"Strategist, placemaker, speaker, innovator. Director @pfpcapital | Co-Chair @CreativeLandT | NED @essensys & @sounddiplomacy |”Abnormally energetic!” | My views",Bristol | London | travelling,6145,5766,22511,0,A really fantastic morning for my ⁦@ULI_UK⁩ Residential product council. Exemplifies what I love about ULI at its best: expert speakers on big picture themes sharing openly &amp; small group debate drilling down into practical examples. Congrats chair ⁦@russellpedley⁩ 👏 https://t.co/pM6CzOqHcu,[]
963,29fh2bventi92u3,👼NSFW 18+ only || Ronnie || 25 || Proship || Check link if blocked,real life pussyboy,177,171,1148,0,love is war is one of my favorites of classic vocaloid songs but i never see anyone talk about it and that figure is so cute..,[]
964,kimberly_reuter,,,12,0,65,0,@Pringles I love Wavy Fire Roasted Jalapeño #FreshAsMrPEntry,['FreshAsMrPEntry']
965,YUMNICORN,🐝🧜🏼,,239,311,44367,1773,"I love how IKEA Shibuya has this 5koma comic depicting all the BLÅHAJ sharks returning ""home"" to IKEA on the last train to sleep https://t.co/NKsALH5g6R",[]
966,_serimdipity,"oh? serim calls you baby girl, too? ü — 🇵🇭",wattpad: allysonnie_ ✍🏻,1854,2144,16979,0,jungmo is that student who's flooded by lots of love letters and chocolates on his locker https://t.co/eAXmFEmF37,[]
967,knightslair,20↑• she/they • a frightful 三毒瘤 stan • fic directory in carrd,pls no minors•not spoiler free,103,185,120303,1553,"Kaeya needs love, family and hugs 😢
#Kaeya #Klee #GenshinImpact #genshinimpactfanart https://t.co/wEIVF00JG8","['Kaeya', 'Klee', 'GenshinImpact', 'genshinimpactfanart']"
968,cutenamgi,can like y’all leave so i can talk to yoongi? please 😭😭,"9/6, 5/4 • she/her • 19",173,337,25674,0,@bts_bighit i love them so much :’),[]
969,hellohappinessx,life goes on 💜 other accs - @monbebearmy96 @agharmybebe @GifMeWaffles,,67,62,86,0,💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗I💗💗💗love 💗💗💗you💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗,[]
970,Idletan13,"#SOYEON: 𝕃𝕀𝕍𝕀ℕ𝔾 𝕀ℕ 𝔹𝕋ℂℍ𝔼𝕊 𝕄𝕀ℕ𝔻𝕊 24/7





𝖇 𝖙 𝖘 x 𝖌 𝖎 𝖉 𝖑 𝖊  ➳𝓈𝑒𝓁𝒻𝓂𝒶𝒹𝑒 ➸♚ & ♕",she ✬ her⇝ ☾⋆ ۞ ❧ ARMYLAND 〠  ,901,1109,14876,0,"@new_likethat we love you cho miyeon
#StarFMBestOf2020 Female K-pop Act of the Year - (G)I-DLE 
@StarFMBaguio #GIDLE #여자아이들","['StarFMBestOf2020', 'GIDLE', '여자아이들']"
971,Omo_bonike,Energy🤗||God's Daughter✴️||Entrepreneur🗃️||OOUITE||HR in training👩‍💻||Chef_M🥇||IG: iam_nyhra🧡♥️,Nigeria,147,130,931,383,"2020 has shown us how fickle life is, so next year do not hold back! Book that flight. Get that tattoo. Apply for that opportunity. Say “I love you” more. Watch that movie. Stop procrastinating. Block that person. Start that business. Take that risk. Live while you can!",[]
972,heartbeatbaybeh,she/her || 23 || 2016 army (young forever) || missing jungkook everyday,,153,58,4739,0,@Jin_Butterfly Answer love myself,[]
973,edyan_atiny,"naci, creci y estoy aqui porque ATEEZ WORLD DOMINATION",Peru,226,159,5579,2,"@ATEEZofficial My leader, my captain, are we getting dance practice for MAMA? And TMA?
Love you! 
#ATEEZ &lt;3 #에이티즈
Don’t forget to visit ATEEZ' wikipedia: https://t.co/V5BzzUQCci
REQUEST @ATEEZofficial @MTV #FridayLivestream
  https://t.co/FLLMHkn3LA","['ATEEZ', '에이티즈']"
974,NicolaCoser,"Ho 4 paia di ciabatte, sono infermiere.
Amo la sintesi.",Torino,71,1,45,0,"@RealDoctorMike @BiancaAntisera Hi Mike, I'm a nurse, I would love if you make a video about free will, I recently saw the short ""extremis"" on Netflix, which, I think, could be a great beginning.",[]
975,indiiisponiblee,On était tout derrière on finira tout devant 😉,59,112,112,2273,1,@indiiisponiblee Grr mon bb love,[]
976,INTJustBroken,🌹INTJ🌹03 line🌹 her/she🌹bi🌹,crush oomf's heart,414,415,10881,0,Guys I love the 🍀 emoji,[]
977,kiikss21,let it be ✊🏻,🍉,274,249,9593,5773,i really love doing this to the person i'm comfortable with. https://t.co/Q8GFAyF8Pg,[]
978,twohourquotes,quotes about love every two hours || bot by @emildiaz_,,0,9,1756,0,"“I think... if it is true that there are as many minds as there are heads, then there are as many kinds of love as there are hearts.”
Leo Tolstoy, Anna Karenina",[]
979,hopehorse_,pain just pain,France,916,1484,35222,0,@teetties i love it,[]
980,OrionNacht,''why is half of my bias list enlisted'' • a 2nd gen hag • Super Junior • 2pm • VIXX • Shinhwa • Sechskies • TVXQ • NCT • a chaotic multi • she/her • soft,inside a trash can in germany,202,177,18432,0,@KDYREN99 Yea I love old men 😭😍😍,[]
981,SalakforDoy,Nct & WayV 💚 || I Love all members but Doyoung still my No.1 || 인즈니  ||  don't follow me if u're not kpop fan!,,358,228,9658,2083,"haechan calling out ssngs left and right, telling h@ters that he knows they watch him and secretly enjoy his content, shading SM on bubble, and now posting the pictures of his photocards because he knows people overprice them..he’s seriously unstoppable, god I love him",[]
982,janbartspang,"Dutch Renault Zoe owner living in North Cork, Ireland! Video blogging #MyElectricJourney! All opinions, etc are my own.. 🇮🇪 🇳🇱 ☀️","Mallow, Ireland",225,588,9608,0,@MoynihanMaria @IrelandSouthWID @Majella_Spang That's very possible. She was indeed in Lourdes in 2001. I wasn't going to ask how you lost Danann. Very special babies indeed. Sorry for your loss. Sending love back. It's a very strange process being pregnant after losing a child. A mentally challenging time of mixed emotions.,[]
983,Xones7,hmmmmm... aviation,Deutschland,49,98,2666,0,"@MSFSofficial @AsoboStudio please for the love of god, fix the sdk, this project has been so much more pain than it shouldve been🥲",[]
984,grenfleurs,｡ﾟ❁ུ۪ fan account ｡ﾟ❁ུ۪,,782,1034,2276,0,@supremepaulson1 gorgeous omg i love your smile!!,[]
985,PressRabbit,artists Joshua and Nicole Kolbow who like making fancy prints for rad folk,"Grand Forks, ND",44,5,133,0,@ihatespicy Love the halftone use!,[]
986,teumenoona_,♡ˬ 💎 | #𝘁𝗿𝗲𝗮𝘀𝘂𝗿𝗲 𝗼𝘁𝟭𝟮,🇱🇰🇦🇺 𝘀𝗵𝗲/𝗵𝗲𝗿 | ⇒,980,867,2614,116,TRUST ME AKGAES ARE NOT HEALTHY FOR A FANDOM. IF YOU CANT LOVE THEM AS 12 THEN LEAVE,[]
987,97WINX,⋆ #⃞董思成 && #𝐒𝐇𝐈𝐍𝐘𝐀   | Nctzen Stay SuperM Suporter SM Stan |,✞ O3's | she/her ,1422,1293,22797,113,"nct - 90's love lockscreen

save? like/rt https://t.co/AiKivguTlj",[]
988,akeisaac2,"Salt of the earth, your future pilot ✈ ✈ ✈ big fan of @lakers @RealMadrid 
SC : kescojr IG : kesco2","Abuja, Nigeria",1366,848,101429,1728,I just want to say thank y’all for the love. I really appreciate it! From my humble self Osita Iheme aka Paw paw 😊 https://t.co/UlOuwh4VEV,[]
989,BunnySenpaiii,I’m Bunny! | 18 | Youtaite | Cosplayer | Pansexual | 707 Simp | Nonbinary | Virtual Idol @deluxeidols | I: @ShirayukiCover B: @xValeriina,,1272,471,10781,1,i drew @BunnySenpaiii and i's love live ocs!! hers is on the left and mine is on the right https://t.co/6L2qGPLhZ7,[]
990,DiorChelsey,IG: @Realchelseydior ❤️,"Honolulu, HI",94,149,1101,1694,I love smelling good.,[]
991,BuffWomanWhore,"Be Gay Do Crime Salt Your Pasta Eat The Rich and CREDIT THE ARTIST!!!!

Banner is from https://t.co/B6zGMuBvMP Avi is from @bibivanna",,4897,357,137622,39,"[ #RWBY ] — jailbreak, jailbreak !✨
(i love how qrow and robyn are partners in crime)

#rwby8 #robynhill https://t.co/GeQF8HTIIs","['RWBY', 'rwby8', 'robynhill']"
992,MinaIsLate,"ARTmy | 🇵🇪 | She/Her | 24 | OT7, All ships | Never repost | Always credit | 🐥 muse",🐥🐨 biased,825,680,11420,0,@euphoridipity I'm attached cuz I'm gay af but yeah I get it. I do love me some sad endings 😭💜 https://t.co/q966NWQOxe,[]
993,ssamdayhan,carat stay😁👍,she/her,1354,1208,16310,146,"💎 CARATS HELP RT 💎

Rosenity PO Batch Two✨

“SVTXCRT” is an official t-shirt by Rosenity which is expected to represent feelings of love and gratitude for being a part of SEVENTEEN. 

“Don’t believe anything weird you might hear. just trust us all the way through.” -SEVENTEEN. https://t.co/ShyCYZPM7j",[]
994,zenlovesxiao,"Ganyu is love, Ganyu is life | Mostly satirical | Married to @AdeptusGanyu | Proud follower of Xiaoism | @KamisatoAyaka is my swag brother",The Adepti's Abode,776,816,20603,0,"Who wouldn't love him after that

@QiqiLovesU best NPC liyue passed on by unanimous consent me thinks",[]
995,cruxmina,the CEO of sleeping for 12 hours as a coping mechanism,"Malang, Jawa Timur",258,337,43675,0,@512JPG i love you! 🥺,[]
996,mpr1978,♥️,"Dunfermline, Scotland",1669,434,1926,0,@carolvorders Always - love my tea in the morning 🥰 @carolvorders @WeeTeaCompany https://t.co/FjrPDGH9l5,[]
997,PiMewlions,☀️Proud to be one of ur Mewlions☀️. @MSuppasit @Msuppasitstudio,Cambodia,68,28,30257,16,"[Facebook] Wolfpackfest

Who is he? The lovely Artist who holds the heart of thousands ppl! 

Meet him in the event “IN THE MOOD OF LOVE” on 2.27.2021

Giveaway 10 Lucky Winners!
🔗 FB Wolfpackfest for detail:
https://t.co/BE4G0Naqdx

🛎 Announce: 12.18

@MSuppasit #MewSuppasit https://t.co/5N0WGk4sCx https://t.co/I9rKkG17zO",[]
998,vantestape,"she/her, https://t.co/vrorc1Sdre | non-taehyungs don't interact","BE track 3, 03:10.",63,41,847,2,"taehyungie truly feels like the embodiment of love. a thread of love that steeps in the details, fond of what reality can pull from the deepest secrets of wonder. the love ready to create love, embracing in a silence of comforting listening to heart and being. the love for being.",[]
999,Zkuy8888,CONGRATULATIONS President Joe Biden and Vice President Kamala Harris 💙💙💙,,6489,7128,121793,0,I love @staceyabrams so much,[]
1000,cryartk,fan acc // ela/dela,,1143,400,31211,6133,I love them so much 🥺💜😭 https://t.co/oSmPUyhZLV,[]
1001,astrestia,@_stellanyx the ymir to my historia,she/they • 16 • ♎︎ • infp • ⵣ,802,1174,30950,6365,bisexuals be like 'I CANT-' cant what? cant tell the difference between platonic and romantic love??,[]
1002,Dahrioo,currently depressed,,319,194,821,0,I’m just trying to love you,[]
1003,twitchytaylor,BLACK LIVES MATTER 🏳️‍🌈,she/her,1532,2646,15074,4876,I don't care how many times it has been said. The 2018 Love Island x World Cup summer won't be topped.,[]
1004,kreepinn,Danny🤍,,264,417,950,0,I need love and affection,[]
1005,MoiponeNtobong3,child of GOD #TeamNyovest,"Ga-Rankuwa, South Africa",477,488,8155,10,"A different love story
#Iykeresa10MonthsOfLove https://t.co/KAmqZQIMru",['Iykeresa10MonthsOfLove']
1006,sanjoongist,ateez bts the boyz txt seventeen +,she/they!23,184,213,877,0,@renlehyck @official_ONEUS i love he ^_^,[]
1007,dinfin_,Let go. and let God | steady killing it 'till I go & see  Jesus  |🇳🇬omo Yoruba | YouTuber (motivational and cooking tutorials),,378,377,14160,2650,I love being under tall trees and around tons of greenery. The air is so clean. I be inhaling like this https://t.co/MOVQhdO2t1,[]
1008,Rajna_Lalwani,"Hii let's be moots!   You are loved!                      
        ♡♪  シャインドリームスマイル  ♪♡ 

                                            🇮🇳•🇵🇭•🇨🇳
   she/her",⟭⟬  ⟬⟭     희망이 있는 곳엔,2651,3514,15343,233,"Tae and joon calling their parents right after getting the Grammy nomination, how much I can love them more? https://t.co/P29eyyLhiQ",[]
1009,70s_nerd,,"New Jersey, USA",9,2,36,0,@ReneeRevelation @sarahcpr Love that episode.,[]
1010,xxxkyuala_,"✉︎ˀˀ (1) New Message ♡ㅡ : hi~ this user love treasure so much especially yedamie, Junkyu, and jeongwoo! ¨̮ ⁽🕊⁾",She/her,461,417,2179,348,"""Please love all 12 members."" - Bang Yedam

That's the tweet 🙂",[]
1011,26lnk,the pussypart you say....have you ever heard of jung wooyoung?,20 • she/her ,556,315,5055,0,"ah! love - seventeen
https://t.co/BgWx71eq3b",[]
1012,EarlAloisTancy,v1:@CielPhantomhxve v2:@Earl_Ciel_ v3:@PhantomhiveRule v4:@a_devils_master v5:@amcarter1104 butler:?? My beloved Luka:@JimsLilBro,"London, Trancy Manor",1771,1748,98385,0,LOVE ME! #SpiderEarlBot,['SpiderEarlBot']
1013,luxserendipity,Don't let your dreams just be dreams.,,23,5,593,0,"When authors write a book about a character who looses their love interest and then writes another book about them with another love interest , just terrible https://t.co/Ao6XoQqACO",[]
1014,beingAamis,🙌 SPORTS !,,2264,4155,2140,11,I can't believe this girl is an Osu...Woman wey I love scarra...how can I let her to slide 💔💔💔,[]
1015,skuska__,🐶 🐰🎀 𝒩𝒶𝓂𝓏𝓎 𝒾𝓃 𝓎🍪𝓊𝓇 𝒶𝓇𝑒𝒶𝒶 🎀 @.skuukzky 💌 @.skawngur,Republic of Korea,152,44,393,3,"he scaled up and became the Nam Dosan of her dreams.. and i’m a sucker for their love story. 🥺
#NamJooHyuk #남주혁 #SUZY #수지 #BaeSuzy #DodalCouple #StartUp #TeamDosan #Namzy #스타트업 https://t.co/l4XVaqOFgQ","['NamJooHyuk', '남주혁', 'SUZY', '수지']"
1016,gamabin,娘2人の父親 好きな物事:水泳、写真、読書、 ハロプロ、モーニング娘。工藤遥(一推し)、佐藤優樹、譜久村聖、石田亜佑美、小田さくら、℃-ute、アンジュルム、Juice=Juice、つばきファクトリー、Beyooooods、ルパパト、The Beatles、King Crimson、 ボラボラ島、Apple,"練馬区, 東京都 JP",2203,1440,506123,0,"First Love
 #彩海saikai",['彩海saikai']
1017,MASSHUSTLER,"Inspiring to be a MUSIC MANAGER

Making Any Situation Successful
                         💯
Live To Hustle Hustle To Live

 #HustlerMindset #MASSHUSTLERS",Boston,2083,3359,44725,0,"@The_Insurgent_ we're #TwitterFriends which means u have my full support❤ Let's finish this yr off strong💪🏾😎 STAY SAFE😇 and know we greatly appreciate the love💯💌 FREE DL NEW RELEASE for your 👂's to listen like &amp; enjoy
(https://t.co/4NhknIA01Q)
#MakingAnySituationSuccessful https://t.co/ndLyijVdHN","['TwitterFriends', 'MakingAnySituationSuccessful']"
1018,Fyo_CouchNi99a,"#TeamSag ♐
#Mommygang
#personalchef
#bruja

to know me is to love me #besos 💋","columbia, sc",229,370,70703,966,"If you can still love after all the pain, the trauma, the broken hearts...you've won",[]
1019,sparkleemrk,"#마크 + #재민 + #지성: absolutely, fully capable

ʕง•ᴥ•ʔง @00LINERZ",🍉 ; she/her,966,1308,15740,0,@ukiyutas funshine n love a lot 😚,[]
1020,captainof11,In the A like a Brave,Lakeshore blvd,149,231,17889,0,@ChrisNumbaNine Love u too 🙏🏾,[]
1021,_Sgananda,"Sometimes I speak.
Nqaba Shezi. 
Sgananda kaZokufa.
Msongi wensimbi.",Pietermaritzburg/Johannesburg,979,434,9943,6,Not much. She just really has to love or at least tolerate Maskandi Music man. https://t.co/9vZHbwmi1H,[]
