,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
10,VokalNow,Uncommon podcasts & videocasts with #musicians and on-air personalities and no commercials streaming 24 hours a day. Download @VokalNow app! @AppleTV @Roku,"Dallas, TX",273,786,1895,1,"Funny how things come full circle, @EmilyJonesMcCoy covered Chris Young as a player &amp; tells @JulieAnnDobbs, she's thrilled he's been named the @rangers new GM. #ICYMI @TheMomGamePod streaming on https://t.co/FGhDDU0ala #sports #sportstalk #MLB #moms #momlife https://t.co/XxRsGkYbMI","['ICYMI', 'sports', 'sportstalk', 'MLB', 'moms', 'momlife']"
11,My_news_feed,,,37,2,12,0,"@SarahEMcBride It's funny that liberals, who purport to be feminists in favor of women's rights, are dead-set on destroying sports for some women by making them compete with biological men.

Hypocrisy &amp; irony, meet the Democratic Party.

At least Tulsa Gabbard is trying to defend women.",[]
12,TerryCarlsonII,Livin the dream!!!,Suburban Chicago guy in SC,153,157,3317,0,"@Nathan_Esp @MitchRosen670 @670TheScore I disagree. The afternoon host is a tough listen. I'm sure you don't have to look to hard to find a funny, intelligent sports guy to talk on the radio in Chicago for 4hrs / day.",[]
13,CGange6,2015 San Diego Section leader in Reached on Errors | Contributor for @ItsDeanBlundell | @WannabesPodcast,"San Diego, California",1658,852,8476,2,LSU's Self-Imposed Penalty Is Laugh Out Loud Funny @ItsDeanBlundell @DBlundellShow  https://t.co/OkhIwZUWiD,[]
14,mightypinguini,,,329,86,231,0,"@SarahWoodWrite Funny list. I do something from every column except the one I'm ""supposed"" to 🤣

Can recommend combat sports of any kind, though. Cracking workout.",[]
15,oof_txt,a problematic and hateful dyke || they/them || 25,oops,259,48,2170,37,"The cis discourse around transness being centered on bathroom use, sports eligibility, and military service is sooooo funny because trans people don’t want to join the military, play sports, or use the bathroom",[]
16,waco61,"Chan e dleastanas Alba a th 'ann fuasgladh fhaighinn air duilgheadasan Shasainn. @DissolveTheUnionNow 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿
🤖🤖🤖🤖🤖🤖🤖",scotland,2015,1983,296598,6,"SKY sports Celtic issue a appealing to fans not to stage any Demonstration on Sunday as it breaks Covid isolations rules, funny still silence on rules broke at birthday party,",[]
17,twinkvriska,SOME QUIRKY SHIT. HE/XE/IT/VAMP. TAKEN. pfp by ikimaru |  @ironically_dave,el rapids‼️,47,8,326,0,"here’s some things i kinda like abt myself cause pe today CRUSHED me :)
i have a natural inclination to most sports
i’m not a burn out
i’m good at writing
idk i’m funny",[]
18,mcfadzean_neil,"I am a proud SCOT and all things SCOTTISH, except TORIES and UNIONISTS.",SCOTLAND 🏴󠁧󠁢󠁳󠁣󠁴󠁿,649,1862,186823,6,"SKY sports Celtic issue a appealing to fans not to stage any Demonstration on Sunday as it breaks Covid isolations rules, funny still silence on rules broke at birthday party,",[]
19,madamemilfee,"🎄'tis the season bitches, might get stitches | Enjoy some weed &🍷or 5? Yeah I fuck with it | https://t.co/2afHQj3qJx",❄ Lake Ontario ,125,139,431,0,I follow so many funny men that my feeds algorithm shows me nothing but sports...🏈🏒🏀🥊⚾️⚽️,[]
20,savoyst,ST holder 117 🇮🇪☘🏴󠁧󠁢󠁳󠁣󠁴󠁿,"Glasgow, Scotland",1043,429,27457,6,"SKY sports Celtic issue a appealing to fans not to stage any Demonstration on Sunday as it breaks Covid isolations rules, funny still silence on rules broke at birthday party,",[]
21,darrenjdouglas,fascism is capitalism plus murder ....   #ANTIFA  #ISupportGaza #solidaritywithcatalonia #freepalestine  #indyref2 RT not an endorsement all opinions are my own,Ma Hoose ,8225,7492,123148,6,"SKY sports Celtic issue a appealing to fans not to stage any Demonstration on Sunday as it breaks Covid isolations rules, funny still silence on rules broke at birthday party,",[]
22,okuyasugirl,"I'm Ollie! ✩ 23 ✩ She/Her ✩ Radio cohost, grad student, & artist/cosplayer ♡ @genkichaser is my cinnamon apple ✩ pfp @sanjihateclub ✩ BLACK LIVES MATTER",Kaiji's Apartment,796,755,181689,0,sorry i didnt expect fucking hockey of all sports to get a moe anime this is so funny to me,[]
23,kelnplay,FBMA Activist. I just be chilling,,763,550,12197,0,Yo that’s funny asf. Bra on Wii sports really used to give out ass whoopings😂😂😂,[]
24,HoneyDip_N,The fuck are you looking at ...,,2039,528,115663,37,"The cis discourse around transness being centered on bathroom use, sports eligibility, and military service is sooooo funny because trans people don’t want to join the military, play sports, or use the bathroom",[]
25,ShipAhoy88,Here We Go 10 In a Row !!,*,956,409,11188,6,"SKY sports Celtic issue a appealing to fans not to stage any Demonstration on Sunday as it breaks Covid isolations rules, funny still silence on rules broke at birthday party,",[]
26,LoruleLegend,Tony of Lorule Legend here. I make Zelda videos on Youtube. Business Inquiries: LoruleLegend@yahoo.com,"Louisville, KY",183,231,4660,0,@KeyIssuesNick I was watching a video of a couple of guys predicting the awards and one says ‘I don’t play sports games and I’ve played none of these but Tony Hawk better win or I’ll be pissed’ I found it so funny lol. Why care that much about a group of games you didn’t play?,[]
27,bmoreravens1fan,🍌,"Millersville, MD",586,329,76514,18,ESPN getting into sports betting content because Barstool has proved so successful with it is kinda funny to me.,[]
28,Steveph87213967,,,110,4,1023,0,"We knew that Bob Lazar we used to go watch some races funny cars at the dry Lake he told us about nine sports model spaceships that they have up there he told us about element 114 In 1983,
Do United States has flying eggs that can point to any spot anywhere and then instantly",[]
29,Kinglingeria,Top brands with lots of top bargains,,21,149,248,0,"https://t.co/oWGBA49eWk
Women Men Face Covering Washable, Funny Animal Print Breathable Half Face Bandana Elastic Protective Cover for Outdoors Sports Hiking Cycling https://t.co/A9zDiJUfmI",[]
30,sellingboe,"Twitter not allowing Follow Backs. Common sense Independent, truth seeker & dog guy. I AWAYS follow back when not censored.    #MAGA #TRUTH #JUSTICE #2A #KAG",,4894,4555,10286,0,"@EvanAKilgore @FoxNews No. I feel bad for a few good people there, but they need to move to NewsMax or OANN. I don't trust @FoxNews anymore. No longer fair, no longer balanced. And what was the balance anyway? 1/2 facts, 1/2 lies? Funny thing is, like sports, after awhile you don't miss it.",[]
31,sports_dtown,,,219,97,1370,0,@hardenfacts This so insecure it’s funny,[]
32,JacobWolf,"Freelance Investigative Storyteller & Producer • fmr: @espn, @DotEsports • @EsportsAwards 2018 Journalist of the Year • Twitch: https://t.co/yE58a4WraO","Austin, TX",3931,91502,59904,0,"@GetSteinered @TheWonderCow I mean, Stephen A is one of the hardest workers in all of sports media. It's how he became a millionaire. So I don't want to detract from him individually. Just think it's funny he did this gig right after ESPN axed all of us.",[]
33,Freekeith,"Keith was for sale, but now he's Free 'cuz Keiths shouldn't cost a thing. #AirHead  #evolving lets go #knicks",Galafray,550,1851,50234,0,"@huttonk33 @_Knicks1688 @IanChisolm @eepdllc @Woodshed_1914 @Byronisback @shamiek7 @TMal761 @sethtapper @Nykterryandtray @0oty_Mac @rahmmagick @Rick__War @Michael59413281 @SquareBidness @stateofthenewy1 @YankeesKnicks99 @theline4two @Jaelin_Taylor @MacksJulien @RejectedByMitch @knickanator @Obitrification @RTaylor2283 @Chuck1one @GodSonRel @AJTheManChild @mikenieve @LegionOfKnicks @MikeFromQns7 @LukeHen08859249 @DiehardknicksPC @NY_Sports_Dork @seyuan111 @Knickstape2005 @Ant4418 @KayCSmooth @Trace_AVP @charlielopez214 @DonaldP47082631 @Mikey441 @Marxman35 @ladieslovecc @PreZnyc621 @NYKRoaring20s @Kice1897 @BMCx24 @Jface_22 @CatRP @bmuni21 I dont care if there were NOTHING but vets ....THIBS AINT GKING FOR THAT.... and whats funny is yall know that shit. You are not talking about talent issues its coaching and yall saying (because yall hate Randle) that all the Thibs ""great coach"" stuff flies out the window.",[]
34,bluesatch,Political Prisoner of the Moment; 40+ Twitter; I’ve figured out that I have nothing figured out.,Jafrican Paradise,647,1334,198965,0,@TerrellChuggs Aye bruh...some of these sports journalists real funny in the light.,[]
35,DougGreenB,,,174,412,11289,1,"The host of 'Manitowoc Minute' leaves a voicemail for Lambeau Field: ""Remember when we used to have all them people over? Oh, them were the days."" https://t.co/Y82vZSWZA9",[]
36,CLillstrungNH,"Proud father ... and HS soccer, hockey, swimming and track and field beat writer for The News-Herald since 1999; anti-timeline clogging since 2010.",,111,3825,49706,0,"@KGhouse24 @Perry_Pirates @WestGAthletics Agreed on Point 1, &amp; yeah, it's funny with Brandon ... it doesn't feel like THAT long ago he was an NH sports clerk as well, which makes me feel so old lol",[]
37,Innovate4EDU,,,415,514,3142,1,"This youth sports parent support group video is funny and sadly too real for many.  Long story short, keep perspective and don’t let this be you!  https://t.co/2SIM6FS9YL",[]
38,evola07,Joliet Slammers⚾️,Morris ,74,436,18963,0,@stoolpresidente I see no lies here.  Portnoy is a much smarter dude than yall think he isn't just a funny man who talks about and bets on sports games and trolls people on the Internet.,[]
39,mjsentertain,"@JournalSentinel's entertainment website. All the best of local music, movies, dining, art, theater, TV, books and events.","Milwaukee, WI",1867,15938,33423,0,"The host of 'Manitowoc Minute' leaves a voicemail for Lambeau Field: ""Remember when we used to have all them people over? Oh, them were the days."" https://t.co/R8toHqNEUs",[]
40,umm_gian,shes doing too much i guess... private: @gianbutpriv,he/him 19 bi,843,175,49641,37,"The cis discourse around transness being centered on bathroom use, sports eligibility, and military service is sooooo funny because trans people don’t want to join the military, play sports, or use the bathroom",[]
41,Riley71896811,"This is a burner account, not a bot. Here to find a new slant. Rams Fan 2016er #gorams #dodgers #sacrepublic",,359,94,6379,0,"@JJMaples55_MST It’s really so funny that we use “media” which means multiple outlets as a singular entity. Like as a fan that follows sports I know the differences between ESPN, Fox Sports, the Athletic, ESPN LA, Athletic LA, USA Today, etc.",[]
42,tahauyi,he/him,,320,31,25326,37,"The cis discourse around transness being centered on bathroom use, sports eligibility, and military service is sooooo funny because trans people don’t want to join the military, play sports, or use the bathroom",[]
43,ye_3rd,Hi,,88,20,156,0,@KrunchieKrew @JBINTHEOC @Disney @MarcJSpears @stephenasmith He’s funny and makes sports news entertaining unlike max kellerman who has the worst tales ever,[]
44,politiwars,"Yes, related to that guy.  Like him, a bit of a spy. Or am I? Constitutionalist. Trolls instablocked.",R.I.P. America,5170,4597,273018,0,"Funny how the politicians and news media are not demanding that all sports be shut down, but they want restaurants and other small businesses closed.",[]
45,EnzoLies,He hit it with the hyám-murr...  #Ruthkanda forever,,642,3096,28691,37,"The cis discourse around transness being centered on bathroom use, sports eligibility, and military service is sooooo funny because trans people don’t want to join the military, play sports, or use the bathroom",[]
46,Homerunbot1,"Everything about MLB Baseball, MLB Database SDQL, Daily Fantasy and more....",Scoreboard,217,133,17457,0,"""The Champions League’s New Twist: Injury Roulette"" by Rory Smith via NYT https://t.co/P2Razn9gNB #mlb #mlb #baseball #nba #love #ny #lineup #nfl #dk #fd #usa #homerun #funny #haha #wtf # #vegas #betsystem #bookie #reds #mets #usa #nhl #video #money #fantasy #night","['mlb', 'mlb', 'baseball', 'nba', 'love', 'ny', 'lineup', 'nfl', 'dk', 'fd', 'usa', 'homerun', 'funny', 'haha', 'wtf', 'vegas', 'betsystem', 'bookie', 'reds', 'mets', 'usa', 'nhl', 'video', 'money', 'fantasy', 'night']"
47,howmanypodcast,"The only podcast that 'counts'. Join Scott, Bob, Junior, Jesse and (sometimes) Gary as they discuss sports and pop culture topics.","Dallas, TX",1103,641,1312,0,"@_chloeswain We are a pop culture/sports podcast that tries to determine ""How Many"" someone or something has. We also try to mix in funny schtick and karaoke whenever possible. Hope you enjoy!

https://t.co/29Bg9rLYBt",[]
48,howmanypodcast,"The only podcast that 'counts'. Join Scott, Bob, Junior, Jesse and (sometimes) Gary as they discuss sports and pop culture topics.","Dallas, TX",1103,641,1312,0,"@OmerQ_ We are a pop culture/sports podcast that tries to determine ""How Many"" someone or something has. We also try to mix in funny schtick and karaoke whenever possible. Hope you enjoy!

https://t.co/29Bg9rLYBt",[]
49,howmanypodcast,"The only podcast that 'counts'. Join Scott, Bob, Junior, Jesse and (sometimes) Gary as they discuss sports and pop culture topics.","Dallas, TX",1103,641,1312,0,"@MelGracie_ We are a pop culture/sports podcast that tries to determine ""How Many"" someone or something has. We also try to mix in funny schtick and karaoke whenever possible. Hope you enjoy!

https://t.co/29Bg9rLYBt",[]
50,bhealhty,#health #tips #sugarfree #fitness #nutrition #lowfat #sport #dietary #supplements #sports #equipment #exercise,,4957,4394,392255,0,Buy Now from Amazon &gt; https://t.co/ekZyoNFv9e https://t.co/Eg5mYBRbTl,[]
51,_mallory_king,"ace trans woman. she/her. artist/musician/writer.
Agent of Nonchalance",Elsewhere,322,1224,12340,37,"The cis discourse around transness being centered on bathroom use, sports eligibility, and military service is sooooo funny because trans people don’t want to join the military, play sports, or use the bathroom",[]
52,pickledrizzle,"Best Fortnite player NAE |
Best Twitch Mod |
20x World Cup Winner |
#WeLux ✘ @LuxHQs
@SpexzWrld @GiraffeFN",inspiring people,272,306,1982,0,@justinks90 @104Jacob any cowboys one is funny bc they are the worst team in sports history,[]
53,jetfella,Just calling it like I see it.,"New York, NY",986,307,6814,0,"Manish got absolutely slammed and completely roasted in this. Just wow
#Jets

Side note: how funny is that thumbnail picture... what is Manish doing?? 😂

https://t.co/dhffCTZuJz",['Jets']
54,whodatphilly,"come here for your healthy dose of saints slander... no racists, bigots, magas welcome #WHODAT ⚜️ #BLM 🖤","Philadelphia, PA",594,564,1449,0,it’s been extra funny hearing philly sports radio freak out all week over the hurts/wentz situation since we play them sunday 😂,[]
55,camgouldcs,Computer Science Major at Loyola Marymount University. Focused in Artificial Intelligence. Actively tweeting nonsense.,,178,20,71,0,"@JohnBalkam @AdamMGrant Which is funny since an elite sports team (Seahawks, Lakers, etc) is a business https://t.co/7gSVd5s282",[]
56,LichenSprinklez,"KIM ROYAL ÷ 6'4"" 19 ÷ WHITE SHE/IT ÷ ARTIST, DESIGNER, MUSICIAN, PROGRAMMER, WRITER, COURT JESTER ÷ 1ST YEAR GAMES PROGRAMMING STUDENT (C, C++, C#)",,393,124,7858,37,"The cis discourse around transness being centered on bathroom use, sports eligibility, and military service is sooooo funny because trans people don’t want to join the military, play sports, or use the bathroom",[]
57,Hutchr22Ron,Just a man who likes to cook and drink beer 🍔🍺,"Ohio, USA",51,5,208,0,"@wkyc This is some funny shit! What’s a 10 PM curfew going a do? Does Covid go home after 10 PM? Apparently the curfew has had little impact, being #2 in the country for 72 hour COVID numbers at 47,553. But Monday night football can go on. Does COVID not like sports either?",[]
58,YawDominc,"#LFC. #Dubnation fan.Cedar of Lebanon🌲. Being the same person privately, publicly and Personally. Campaigner of Proactive Change not Reactionary Change",Everywhere,718,755,20493,0,"Oliver Khan and Kankam Boadu be some funny guys oo. 
Sports for Kumasi is therapeutic",[]
59,WomenaHollywood,"We educate, advocate, and agitate for greater gender diversity in Hollywood and the global film industry. https://t.co/eSqMtVNiGR",United States,630,22576,30605,0,"Pick of the Day: “Funny Boy”

“Arjie wants to know why boys aren’t allowed to do ‘girly’ things, while girls are allowed to play sports with the boys. Why can’t he do what makes him happy?” 

https://t.co/pgnG2ColTU https://t.co/5HRvZ3fhte",[]
60,Ka23Water,"i am 21, gay, & bird. I like water, girls, turtles, breads, One Piece, & Fire Emblem",Chicago,233,68,477,37,"The cis discourse around transness being centered on bathroom use, sports eligibility, and military service is sooooo funny because trans people don’t want to join the military, play sports, or use the bathroom",[]
61,brennasaid,30 year old trans lady with serious boundary issues. DM's open :) She/Her. t4t,"New York, USA",343,2756,9516,37,"The cis discourse around transness being centered on bathroom use, sports eligibility, and military service is sooooo funny because trans people don’t want to join the military, play sports, or use the bathroom",[]
62,Rosenberg_Mike,"Senior writer, Sports Illustrated",,732,23820,13286,2,"It's a funny little yarn by now that, after @miamiuniversity jettisoned the name ""Redskins"" in 1996, a kindly school administrator had to visit stores to remove all the ""Redskins"" apparel. Come 2044, how might @WashingtonNFL supporters think about 2020?

https://t.co/3dyErZSIj3",[]
63,katologic,"Accidental immigrant, intentional freelance strategy director (Lobos 1707, Oreo, Kashi). My views might not overlap with yours, but that’s okay. I swear a lot.","Brooklyn, NY",4633,2013,44296,0,"@Will_Humphrey @JPCastlin I became a fan and then Ronson actually moved to NY and started doing monthly comedy shows with other really funny people. Zero pretense &amp; aplomb. I love him. 
I always wanted to read Big Short, only heard good things about ML! Though I'm averse to reading about American sports",[]
64,betocacto,"just vibing


 










he/him


            

💉 13/04/19
🔪 18/10/19",,71,36,1462,37,"The cis discourse around transness being centered on bathroom use, sports eligibility, and military service is sooooo funny because trans people don’t want to join the military, play sports, or use the bathroom",[]
65,04BennettDa1,Hello my name is Dan and I’m a huge fan of Disney,"Gloucester, England",1478,278,7381,3,"Winter sports are funny, especially when you’re getting goofy with it! Luckily with our ice expert Goofy, only good things can happen. Ah-hyuck! ✨❄️

#goofy #iceskating #wintersports #disneycharacters #disneyfriends #winterwonderland #disneyside #disneylandparis #disneyparks https://t.co/9yBjO4wJMn",[]
66,arcanecandlabra,"20, she/her, theatre student, massive lesbian, easily amused",,690,51,3709,37,"The cis discourse around transness being centered on bathroom use, sports eligibility, and military service is sooooo funny because trans people don’t want to join the military, play sports, or use the bathroom",[]
67,Pawpaw_pawdmc,Oh boy!,,25,1,222,0,"@charliekirk11 Allowing men into women’s sports just opens a big door. I can’t beat the other men so I’ll just go compete against the women. Have every Tom, Harry,Dick(yes funny) trying to get away with it",[]
68,QuiGonJ89701749,There’s always a bigger fish,,31,8,1040,0,"@perkhounkov @Zach_Team @msw_sports @ezralbntseliot @thomaswright08 @kbaxter Man, this trumper is coping hard. Funny to see",[]
69,furiax22,R-MC ‘24 | IG: furias22 | TikTok: furias22 | she/her/hers,,760,493,14718,42,constantly making fun of the wnba and women's sports isn't funny btw,[]
70,LavontSr,"Life Champion, Father, Leader, youth advocate, baseball diehard, football diehard, political junkie, problem solver, intellectual, Chi-town's Finest","Chicago, IL",1145,773,6899,0,"@Chester4131 @curlyfro @LostBoyzInc Funny thing is I believe it is AND isn't about race.....so much good towards racial issues in the face of bad comes from sports fields...I'm gonna die on that hill with my players and volunteers from all walks of life, Black, Hispanic, White, Gay, Straight, Poor and Wealthy.....",[]
71,1trillionMPH,upside down AND on fire / cute ass girl in the daw / emma? ryan? okay... / @SUCKFUCKWORLD21 / CARBON DEMIGOD / dead and freaking loving it / BLM,"they she / tulsa, ok",564,143,4338,0,"@USArmyesports wow this is funny. this is fuh- nnyy!! wow. hello us army e sports have you seen this image, it'a also really fucnny! i think you would like this u  s army esports.. wow i real y like this cyber puck post us army e sporst! look at this image. hello. !~ hello. https://t.co/1vZB79wuck",[]
72,raban_dsub,修行中のdオタ2年目/ｸﾞ寄りのｸﾞﾏｸ親子好き、みきぐ(腐)好きのオタク/単眼ちゃんよ永遠に/ｳﾞｨﾗﾜとﾄﾚｸﾞとｽﾞﾐの亡霊/思い出と妄想を吐く20↑腐女子/無言フォローします、すみません/ブロックはお気軽に/ツイフィ必読→https://t.co/hnwW0ICmXb,ホットドッグヒルズ,40,18,6934,3,"Winter sports are funny, especially when you’re getting goofy with it! Luckily with our ice expert Goofy, only good things can happen. Ah-hyuck! ✨❄️

#goofy #iceskating #wintersports #disneycharacters #disneyfriends #winterwonderland #disneyside #disneylandparis #disneyparks https://t.co/9yBjO4wJMn",[]
73,B_train_75,Just livin life 🤙,"Ohio, USA",748,148,10452,42,constantly making fun of the wnba and women's sports isn't funny btw,[]
74,GoAmat,"PASSIONATE ABOUT, AMAT, UCLA, ND & GREEN BAY FOOTBALL!!! God will NEVER put us thru anything that we can't handle!",A ,271,79,5338,0,You know it's funny how an amazing coach can have the best football season history and then have a bad season and he is like totally garbage to some of these sports commentators... teams will have bad Seasons ..nobody won the Super Bowl here,[]
75,CharlieSweeney,"Charlie Sweeney; music, writing, film, design https://t.co/ZT3uDIqZw9",Albany/NYC,1103,597,21791,0,"@edugmng Thanks for the quote. I’m glad you think it’s funny. As a journalist for 20+ years who started in sports I could tell you most athletes are cool, normal, and they’re respectful. And most reporters are the same. But there’s always a few narcissists like Kyrie.",[]
76,tellmeimfunny2,"When I grow up I want to be Ms. Frizzle. 
She/her/hers. Midwest Dyke. Black Trans* Lives Matter.",Michigan,640,273,1122,0,"@TheTomGeorge @TulsiGabbard @KITV4 Funny how policing womens' ability to participate in sports is WAY more important legislation than providing food and shelter for poor people. 
@TulsiGabbard can get bent.",[]
77,ep504,Aspiring broadcaster. UNO grad. Greek. Former dancer. Views are my own.,Louisiana,2090,1039,42444,0,"A fantastic sports journalist. An even more fantastic person. To know Ro Brown is to know someone who is genuine, funny, engaging, and just an amazing person. Congrats to a legend! https://t.co/f0PL4pqNOX",[]
78,Chauky_NYC,#Blacklivesmatter. I reply to a lot of tweets~|Zay|K Dot|Smino|Mac|Zeppelin|JID|Stevie|Pac|Saba|Jimi|Cudi|Cole|Jorja|Kota|6lack|,"Los Angeles, CA",2237,1514,31662,42,constantly making fun of the wnba and women's sports isn't funny btw,[]
79,Slepton_Hiphop,"We Support The Truly Slept On!  DM or Tweet your music, we'll share it on our blog if it's dope!  #Hiphop #RnB #Rock #Pop #hnhh #thisis50 #indiemusic","FL, USA",365,376,1878,0,🔥 #NEWblogpost: 🔥Sephiroth in Smash Bros. | #EasyAllies Reaction ➡️ https://t.co/sulCFlMtlP ⬅️ #youtube #gamingculture #hiphopculture #sports #woke #dope #funny #content #share #rt #gamingblog #hiphopblog,"['NEWblogpost', 'EasyAllies', 'youtube', 'gamingculture', 'hiphopculture', 'sports', 'woke', 'dope', 'funny', 'content', 'share', 'rt', 'gamingblog', 'hiphopblog']"
80,HarryLeventhal,,,143,4,41,0,@SNFonNBC @JoshAllenQB @BuffaloBills Hahaha Allen on a Fallon lmao so funny ye get back to work and find some good sports news please,[]
81,sbhatia01,uiuc 23 | insta: shivbhatia01 | #BullsNation FOR LIFE @chicagobulls,,552,568,9940,42,constantly making fun of the wnba and women's sports isn't funny btw,[]
82,howmanypodcast,"The only podcast that 'counts'. Join Scott, Bob, Junior, Jesse and (sometimes) Gary as they discuss sports and pop culture topics.","Dallas, TX",1103,641,1312,0,"@ryanvortisch We are a pop culture/sports podcast that tries to determine ""How Many"" someone or something has. We also try to mix in funny schtick and karaoke whenever possible. Hope you enjoy!

https://t.co/29Bg9rLYBt",[]
83,Tonyb2182,my name is tony or lftone as I am part of the left field bleacher crew at a’s games I’m also a warrior fan win or lose and I like wwe and aew follow away,Vallejo california,730,405,11291,0,@BrickWallJamieF You know what’s funny if I wanna watch the kings here in the Bay Area I gotta get league pass then it shows nbc sports California,[]
84,howmanypodcast,"The only podcast that 'counts'. Join Scott, Bob, Junior, Jesse and (sometimes) Gary as they discuss sports and pop culture topics.","Dallas, TX",1103,641,1312,0,"@AshSoFamous We are a pop culture/sports podcast that tries to determine ""How Many"" someone or something has. We also try to mix in funny schtick and karaoke whenever possible. Hope you enjoy!

https://t.co/29Bg9rLYBt",[]
85,AlpharadG,What could possibly be funnier than a video made randomly by a bot?,,1,6,6415,0,"I NEED Alpha to play Wii Sports, with no one else. A funny joke for it would be GAMER",[]
86,CharactersPBlog,✨ Share the magic of the Disney Characters ✨ ✨ Partage la magie des Personnages Disney ✨ 📍Disneyland Paris #DisneyParks #DLP,France,130,4387,2961,3,"Winter sports are funny, especially when you’re getting goofy with it! Luckily with our ice expert Goofy, only good things can happen. Ah-hyuck! ✨❄️

#goofy #iceskating #wintersports #disneycharacters #disneyfriends #winterwonderland #disneyside #disneylandparis #disneyparks https://t.co/9yBjO4wJMn","['goofy', 'iceskating', 'wintersports', 'disneycharacters', 'disneyfriends', 'winterwonderland', 'disneyside', 'disneylandparis', 'disneyparks']"
87,_eva_420,eva🗡trans🗡lesbian🗡26🗡in my dreams i am a dying knight🗡 pfp by @Regiusfurca,,793,402,24090,37,"The cis discourse around transness being centered on bathroom use, sports eligibility, and military service is sooooo funny because trans people don’t want to join the military, play sports, or use the bathroom",[]
88,ScottSAllen,Reporter @washingtonpost. In-N-Out stan. “That’s a lot of apple sauce.” scott.allen@washpost.com,,960,7015,24372,2,"It's a funny little yarn by now that, after @miamiuniversity jettisoned the name ""Redskins"" in 1996, a kindly school administrator had to visit stores to remove all the ""Redskins"" apparel. Come 2044, how might @WashingtonNFL supporters think about 2020?

https://t.co/3dyErZSIj3",[]
89,edgarfuckedup,"one morning this sadness will fossilize, and i will forget how to cry.
| jornalismo - UFSC | ele/he | ⚧ | ♓ | INFP-T | 23 |",where the broken hearts go,997,332,97292,37,"The cis discourse around transness being centered on bathroom use, sports eligibility, and military service is sooooo funny because trans people don’t want to join the military, play sports, or use the bathroom",[]
90,ChuckCulpepper1,Nomad. Sportswriter. Washington Post. Residence: Earth. Do one thing every day that scares you - Eleanor Roosevelt,,1293,6446,5705,2,"It's a funny little yarn by now that, after @miamiuniversity jettisoned the name ""Redskins"" in 1996, a kindly school administrator had to visit stores to remove all the ""Redskins"" apparel. Come 2044, how might @WashingtonNFL supporters think about 2020?

https://t.co/3dyErZSIj3",[]
