,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
17,Antonopoulosgr,Founder of A.D.O.M.E.Assistance in Dental & Orthodontic Mechanical Engineering. C.O.O of F.N. Orthodontics,"Attiki, Greece",1985,653,1642,0,Today:15.December.2020 Dr. Sulimai Shahin - Saudi Arabia. “The Competitive Edge of Invisalign in Esthetic Interdisciplinary Dentistry”. Do not miss this webinar!! Click and register (In a few days :29.December.2020 - Dr. Chis Chang…https://t.co/j43UpZQhYp https://t.co/WoTNFjm1GV,[]
18,HotgluNGlitter,Anti-conservative Feminist | No Trump or evangelical BS | “Being born female has lived consequences & meaning.”-Sara St. Martin Lynne,United States,1234,189,4323,0,@inminivanhell “Daiso esthetic” I’m dying!!!🤣🤣🤣🤣,[]
19,andreabeth92,"life's a journey not a destination
















https://t.co/oLZ0jW6Tc8",,1053,826,23988,230,There’s just something about black esthetic https://t.co/BtA8kYASHB,[]
20,EZcad_Lab,"Ezcad Dental Lab is a full range dental laboratory service located in Aguada, Puerto Rico.",Puert,20,15,191,0,"Why People Choose IPS E-max for Outstanding Esthetic and Precision Fit

The E-max crown is the latest and a bit costly type of crown. People prefer E-max over zirconium crowns because it is more robust and more durable.
https://t.co/eaZv4P4wNS https://t.co/JfCcsnGVzZ",[]
21,spread_esthetic,"OPEN PO SHEETMASK NATREP
100% ORI KOREA
open po cute accessories!❤️ under 30k✨
necklace, bracelet, scrunchie, hair clip","Semarang, Indonesia",7,1,56,0,100% ORIGINAL FROM KOREA,[]
22,spread_esthetic,"OPEN PO SHEETMASK NATREP
100% ORI KOREA
open po cute accessories!❤️ under 30k✨
necklace, bracelet, scrunchie, hair clip","Semarang, Indonesia",7,1,56,0,"🌿NATURE REPUBLIC Real Nature Mask Sheet (23ml)
100% Original from Korea!
Expired: Oktober 2022",[]
23,spread_esthetic,"OPEN PO SHEETMASK NATREP
100% ORI KOREA
open po cute accessories!❤️ under 30k✨
necklace, bracelet, scrunchie, hair clip","Semarang, Indonesia",7,1,56,0,"only 12k bisa shopee
https://t.co/8jeHkjSee2 https://t.co/UqWsRpCG3X",[]
24,An_a_esthetic,,,178,12,716,0,"yo some1 has literally put never gonna give you up as a youtube advertisement. if u dont adblock, one of yas gonna get rick rolled. be safe out here 🙏🏻😔",[]
25,DevelopingChina,"What you see may not be the truth. We will take you to explore China from different angles, which may render explosive new discoveries.",,199,902,1357,0,"#DChighlight
China's physical and esthetic #education has improved at primary and middle schools over the past five years, with access to sports facilities topping 95.4% and 96.6%, respectively, the Ministry of Education has announced. https://t.co/NCKOpGBFGF","['DChighlight', 'education']"
26,trippymorgan,hey cute lil thang ;),,191,411,38334,230,There’s just something about black esthetic https://t.co/BtA8kYASHB,[]
27,Raichi47,Learning artist || self proclaimed utaite ||  broken english || alive || don't be afraid to correct my english,somewhere in hell,702,3838,6795,2,"in case you want to have a chic and esthetic art for your oc/sona, I'll be here waiting for you realizing it with my heart (and hands of course) https://t.co/XvBac5Ugmm",[]
28,cthurlus,it’s a leap of faith.🇬🇹,"Raleigh, NC",523,85,6900,0,I’m reallly digging the 2077 esthetic Ngl,[]
29,SydneyChism,🏳️‍🌈 leo🌞 scorpio🌚 gemini⬆️,"Missouri, USA",1432,552,4060,230,There’s just something about black esthetic https://t.co/BtA8kYASHB,[]
30,_underthesi,funnier than advertised . 🏳️‍🌈,,2937,13538,3392,230,There’s just something about black esthetic https://t.co/BtA8kYASHB,[]
31,ri__diculous,"|24| #BlackLivesMatter | sc: riidiculousss |pastry chef @RDiculoustreats | co-star: ridiculous_ | aries sun, pisces moon, scorpio rising | spooky babe | 🏳️‍🌈",Oklahoma✈️DDD,1027,1603,55173,230,There’s just something about black esthetic https://t.co/BtA8kYASHB,[]
32,yicaichina,"Bringing you the latest on business, finance, economy, IT and TMT in China, plus minute-by-minute stock market updates @chinastock. 中国最大财经媒体第一财经英文资讯服务的官方账号","Shanghai, China",2244,257521,66932,0,"China physical and esthetic education has improved at primary and middle schools over the past five years, with access to sports facilities topping 95.4% and 96.6%, respectively, the Ministry of Education has announced, Xinhua reported yesterday. https://t.co/PpYYXkew4V",[]
33,KindleJason,Love the old movies.,"St Louis, MO",1574,170,9807,0,@suuuperposition @Iex_net A affable guy and a poet who exploited the pleasures as the ultimate esthetic. A real epicurean that leads to despair,[]
34,argokhoart,Hi i'm argo | NSFW/SFW artist | I take commissions,6934 74 -2319 (End City),502,8464,877,0,@MouthSteam i guess is the dark esthetic,[]
35,kcmurcia,ISU || be better than you were yesterday || mama tierra 🌱 || she/her,"Ames, IA",445,842,18233,0,How absolutely amazing and beautiful and my esthetic to a T https://t.co/KWPpuJBRdv,[]
36,theladyrigz,"I just made this for nerd shit, don't mind me. Will occasionally RT NSFW from certain artists. I may be stupid.",,69,107,1343,0,@undeadscribe The knockers are fake but I appreciate the esthetic.,[]
37,brunoscubed,"Rawr :3 ele/dele he/him (PT/EN/FR/IT/ES/CA) 

#BlackLivesMatter #BlackTransLivesMatter Stream #Chromatica","Florianopolis, Brazil",484,126,2209,0,"Oh, wow, just started watching #DragRaceHolland and I'm already in love with @madame_madness, her esthetic, her personality, her boy look (UNHhhh). Je bent echt geweldig! 💕💕💕",['DragRaceHolland']
38,3502zippo,Genetofuturist,,1079,814,18435,1,Guess the welding gloves will fit the esthetic of completely useless PPE. https://t.co/PSFKEiZY70,[]
39,rebodenblut,"Do not trust the cheering, for those persons would shout as much if you or I were to be hanged.

What do they know of America, that only America know?","Founding Stock, USA",1343,1080,12152,1,Guess the welding gloves will fit the esthetic of completely useless PPE. https://t.co/PSFKEiZY70,[]
40,Arbiter04032000,"Posts are all over the place. Never going to directly interact with purely NSFW content, but you have been warned.
Profile picture by @Marshy_Birb_Boi",Australia,1105,190,9469,0,"@PFuggeta @diogenestweeter @duane_moody @alexdnz https://t.co/fhmNtt1km5

""About the closest thing here to a self-willed esthetic ""school"" would be the purveyors of bizarre hard-edged, high-tech stuff, who have on occasion been refereed to as ""cyberpunks"" -- Sterling, Gibson, Shiner, Cadigan, Bear.""
As I said, even as a niche.",[]
41,aaspinwall,"Software Engineer ⚛
Javascript | React | Gatsby | Next.js
Tacomaster & pizza aficionado 🌮💚🍕
He/him
Alejandro Aspinwall
https://t.co/LZRt8IgoET","Montreal, Canada 🇨🇦",100,84,317,0,@freelance_work1 The text is a bit hard to see against the background. You could make it a bit bigger and bolder or add a contrasting background. I like the esthetic direction though. Good job!,[]
42,ma_esthetic,fangirl✨,,43,0,100,2,197. Random talk https://t.co/K6Gesiv5gJ,[]
43,FrostPT13,"Pretty chill guy. Throughly enjoy anime, manga, comics, and all kinds of films. |#ArtsakhIsArmenia",Somewhere in LA,144,147,4446,0,@vicmitro Nah. Between those two it’s about esthetic,[]
44,vulkaan,"Kaz's Art Lounge | He/Him 25 | Semi-Hiatus | Telegram: @daishiken ko-fi/dA/FA: inochikaze

Commission? DM or Telegram!",South East Asia,889,163,7110,2,"in case you want to have a chic and esthetic art for your oc/sona, I'll be here waiting for you realizing it with my heart (and hands of course) https://t.co/XvBac5Ugmm",[]
45,JPRDentalClinic,"Dental clinic located at BF homes, we offer implants, oral surgery, and more!",BF Homes,7,126,60196,0,Dentist: Dr. Flann S. Thomas Specialization: Pediatric Dentistry Root Canal Therapy Restorative Dentistry Esthetic Dentistry Periodontist,[]
46,Tanao_Wardraws,🏳️‍🌈 / 🇫🇷 / 🇷🇪 / 19 yo / that one shitty artist,,402,6266,5521,0,"I just love the vibe and just not adding some speech bubbles and withe motion lining just makes the pic more esthetic. It's not only porn, but an erotical piece. It's not good, but I like it",[]
47,marleydynes,,London ontario,407,517,12459,0,Having the same tattoo esthetic as ur bestfriend is hot,[]
48,NMMessenger,"I have too many hobbies. (she/her)

WIP: High fantasy taking place in a world inspired by my Indian heritage.


I ❤️ 🦷",,183,151,379,0,@tylorkunkle Look at that esthetic!! ❤️,[]
49,missangelv,I'm unapologetically me...perfectly imperfect,"Arizona, USA",192,20,452,0,@jackieaina The one with the wood and natural esthetic,[]
50,Rodney_Moreno,"Omni Hospital, Torre Médica II Piso 6 Consultorio 602 /
Odontología Estética - Creating Smiles","Guayaquil, Ecuador",239,176,1176,0,Just posted a photo @ Esthetic dental https://t.co/xXZ1CQokuo,[]
51,bradanlane,"Designer, Maker, MacGyver - Industrial Design, UX Design, User Research ⚙️ Inventor of the ECC","Washington, DC",112,330,126,0,From an esthetic POV I wish these could be generic for URLs or simple text. They are elegant looking compared to the QR code. https://t.co/YD657duCxF,[]
52,nellie_esthetic,Philippians 4:13 ♥️ 1 of 1.,"Minneapolis, MN",19,0,226,0,"I'm so bummed my girlfriends and I did not get to take a girls trip this year 😩

I knew the shit was going to be lit",[]
53,nellie_esthetic,Philippians 4:13 ♥️ 1 of 1.,"Minneapolis, MN",19,0,226,0,Somebody gonna buy me a hoola hoop so I can practice moving my hips 😂😂😂,[]
54,nellie_esthetic,Philippians 4:13 ♥️ 1 of 1.,"Minneapolis, MN",19,0,226,0,He be calling himself giving me dance lessons talking bout move my hips 😂 shut the hell up I got this,[]
55,nellie_esthetic,Philippians 4:13 ♥️ 1 of 1.,"Minneapolis, MN",19,0,226,0,Plot twist is i have no rhythm but I can twerk and I still will dance any chance I get 🤷🏽‍♀️,[]
56,nellie_esthetic,Philippians 4:13 ♥️ 1 of 1.,"Minneapolis, MN",19,0,226,0,For no reason or occasion. I woke up wanting to dance and twerk,[]
57,nellie_esthetic,Philippians 4:13 ♥️ 1 of 1.,"Minneapolis, MN",19,0,226,0,The fact that me and my man was in the kitchen blasting rap music the morning while I twerk on him and he move my hips 😂😂,[]
58,DrOmavabel,Odontólogo Rehabilitador Oral. Apasionado de la docencia. Adicto a la Fotografía,"Bogotá, D.C., Colombia",202,170,15386,1,"Conditions which might affect esthetic harmony are: papillae loss, confined ridge defects, gingival recession, excessive gingival display, delayed passive eruption, lack of keratinized gingiva, gingival tattoo, unsightly gingival texture and aberrant...
https://t.co/Dka2AlVqWp",[]
59,Localawareness,"Local Awareness Network provides you with local news from Russell, Embrun, Limoges, Vars, Casselman, Chesterville, Winchester, and more...",russell ontario,232,510,113491,0,"Posted @withregram • @chanti_esthetic_wellness Energetic back facial! Enjoy the amazing benefits of hot rocks, healing crystals and a detoxifying chocolate mask! https://t.co/e5SLoeOyN7",[]
60,Hutchiebread,"YNWA from the 246. 19 leagues and 6 big ears, don’t you forget it.",Barbados,811,759,3099,0,@_Riddxck The esthetic merchants can’t handle him,[]
61,esthetic_smile,"Jacob Vayner DMD - Esthetic Smile Dental. We look forward to helping you recover and enjoy a valuable, mesmerizing smile. (818) 305-6639","Reseda, CA",42,99,1889,0,Every #tooth has a name! Which one is your favorite? https://t.co/jG6D13XsPq,['tooth']
62,mcassara143,Carpe Diem! Political and News junkie. Small Business Owner. #BidenHarris2020 #TrumpRussia #CountryOverParty,On the go,3957,3612,388872,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
63,OviDentalGo,"🎯 La Biblioteca y Videoteca de Odontología más grande de la red. 🇪🇸🇺🇸🇧🇷
Facebook: https://t.co/1rKkSJ9Yhk
Instagram: https://t.co/tyANa3S5dN",Lima - Perú,1363,19058,82714,1,"Conditions which might affect esthetic harmony are: papillae loss, confined ridge defects, gingival recession, excessive gingival display, delayed passive eruption, lack of keratinized gingiva, gingival tattoo, unsightly gingival texture and aberrant...
https://t.co/Dka2AlVqWp",[]
64,Ependa_,"DONT QRT,USE,EDIT OR REPOST MY ART. DM friends only. https://t.co/fHOOeGM2lm   Commission status CLOSED sometimes nsfw, be respectful",,234,4987,19063,0,I love 80's anime style but dang its a struggle to stay in the esthetic proportion wise.,[]
65,BarbaraCoppock6,,,165,21,13434,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
66,Patta47cake,"Mom🌹New York Mets ⚾️, Arsenal⚽️, Barcelona⚽️, New York Giant🏈, Boston Celtic☘️🏀, Hate liars🤥, West Indies🏏, JamAmerican 🇯🇲🇺🇸 🎼🎶","Darien, CT",3998,7695,669830,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
67,marciasgreen,"Stock Market, Legal, Political, Lifestyle and Personal News.","New Mexico, USA",4988,3691,267377,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
68,GoutFruitFruit,,,6,6,76,0,"Mapple treeway is my favorite Mario Kart track ever

I love everything about it

The track esthetic

The music

The cute wigglers

Everything !

I just love that track so much, i have so many good memories with this track and playing it always put a smile on my face ! :D https://t.co/WNOiBwKKCf",[]
69,GaryPilkington8,A Starship Trooper who's just sailing on by...,"Orion Arm, Milky Way Galaxy",91,23,763,0,@FemmeDaddy This is a good read and sadly summarizes how much of the cyberpunk genre went wrong. It adopts the Blade Runner esthetic. It should have stayed closer to Gibson. To me CP was about sticking it to the man and corporations and bringing punk and rock an roll to the masses. Not this.,[]
70,MarkMcKeen4,"Martin Scorsese➡The Last Waltz. Documentary of The Bands last concert.

Music, Big Bob Dylan Fan, Poker Player, Democrat & Never Trumper.","Ann Arbor/Ypsilanti, MI",855,167,6313,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
71,PikeBrien,,,2994,462,132585,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
72,7XF1worldchamp,,,581,9,8059,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
73,JennGriffy,,CA,681,246,8368,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
74,ckolarz,"President & CEO (Ret) Environmental Management Firm. Adventurer, Raconteur, Bon Vivant and Tiki Time Zone Authority!! Cheers, Aye!!",Traveling,1149,1286,106285,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
75,anniemac59,"from the East,  Schooled in the MidWest.
Family  has lived in all US Time zones","Newtown, CT",915,189,21619,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
76,arialbrn,ur a bandit like me,they/them,1275,124,3959,0,@YungLostVillage @ih8bleachh @xadvoii hyperpop at the time was invented as a commentary on hyper-commercialism and as a snub to edm. and also the sadboy esthetic that has poisoned a generation came from sweden.,[]
77,UrlNat,,,481,76,22210,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
78,SusanPoe7,#NeverTrump! #IMPEACHNOW!  #BlackLivesMatter!  #GoJoe!,,1942,1916,260777,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
79,mccuebillie,"Political news junkie, DEM, Equality, old lady. making her voice heard. at my limit, unable to follow back sorry, Thanks  you.
 https://t.co/p4zPH84hAi","Olympia, WA",5001,2537,234663,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
80,mditt1129,,,205,259,89063,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
81,JohnChellappa2,"Profession: Board & Executive Leadership; Passion: Singer, Songwriter, Musician & Social Activist. Belief: God &  Science & Evidence Based Facts.",,271,103,61465,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
82,mrobinson69,"🏳️‍🌈EE/SWTest backgnd, patriot in Resistance, trying to help solve various problems, send a lot of tweets so you may have to mute me. 6-8 numbers on s/n=blocked","Baltimore, MD",1747,1455,38789,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
83,ElkeHollings,Duke 🌈 and Luna just doing what she can to make the world a better place.... oh and to get more treats each day.,,4466,1346,313599,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
84,kherm14,"Proud lifelong democrat, socially progressive, cautious. Doctor, Educational Leader. #Biden2020. Love all things spaniel.",,1339,1122,122841,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
85,kathynwk,,,1128,465,59094,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
86,DMaureenGriffi1,Mother and activist,,622,452,17156,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
87,SunnyBlondie,"Mom, Citizen, Realtor  
no DMs",,5001,4095,487246,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
88,starree,"Exercise Physiologist, Scientist, IT/ST LE #JamalKhoshoggi #TrumpRussia #activemeasures @Patribotics @maddogpac #aviation #compassion #joy #PerArduaAdAstra",The Golden State,5000,3673,179846,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
89,lauferlaw,"Civil Rights Atty - Justice Is Blind,But I'm Not - Police Brutality, False Arrest, Malicious Prosecution, BOD of NYS Trial Lawyers Assoc.,AAJ, NPAP #BLM",New York City,1808,175853,304280,25,@marceelias 60 is a nice round number. 59 lacks enough esthetic appeal.,[]
90,An_a_esthetic,,,178,12,716,0,"Meanwhile, the Eastern tiger swallowtail caterpillar goes from  green tp brown. it is not as vivid. The eyespots are smaller. it has stripes. Spicebush has vivid colors, big eyespots, n no stripes but yes circles, it is much closer to caterpie. why am i nerding out over larvae",[]
91,An_a_esthetic,,,178,12,716,0,ALSO the shiny versions of caterpie and metapod match how the spicebush caterpillar changes color as it is about to pupate. they go from green to yellow/orange! Heres photos with caterpie line shinies n normal colors to compare: https://t.co/cY8twiBf4h,[]
92,garnetfraser,"Mouse jockey, Toronto Star. ''Anyone can do any amount of work, provided it isn't the work he's supposed to be doing at that moment.''",Toronto,995,1191,27400,0,"@chrisboutet Certainly Swift's chorus doesn't have -- and in this esthetic context, is probably carefully avoiding -- the pompous, irresistible wallop of the Alice Cooper one.",[]
93,An_a_esthetic,,,178,12,716,0,spicebush caterpillar is located in north america. also here is caterpie for reference to compare to the real counterparts: https://t.co/O4gLzGjMTA,[]
94,An_a_esthetic,,,178,12,716,0,",,,,but the spicebush caterpillar looks so much closer to caterpie and has the same “snake tongue” defense mechanism (on caterpie they are the red branch things on its head). check it out: Eastern tiger swallowtail caterpillar on left, spicebush swallowtail caterpillar on right https://t.co/d03nXZNu39",[]
95,An_a_esthetic,,,178,12,716,0,"ok so like everywhere says that the pkmn caterpie is based off the eastern tiger swallowtail caterpillar but i disagree. we havin caterpillar discourse here. While it would make sense bc the eastern tiger caterpillar is in Japan, so it would make sense, but,,,,,,",[]
96,JJ_Angelus,"| WIFE | MSc. Environmental Science | Communication Science, UvA, PhD | #Climatechange #Educator #LaudatoSi #SciComm #WomenOfScience
RT ≠ ENDT 🚫 No DM",Singapore🇸🇬 Netherlands🇳🇱 ,1418,3169,312604,0,I am so esthetic 🤩 https://t.co/xt7GURpQfL,[]
97,serenemischief,"forever miserable

but very based",,784,213,13184,0,"The green hair still freaks the hell out of me. Stop with these ""esthetic choices"" please https://t.co/pzuDLG0GAM",[]
98,colibrisincolor,"She/her - 23 - Bi -dyslexic- Villain fangirl - nsfw🔞- Spop/entrapdak, Kipo, Tdp, CV, BoZ, Hazbin hotel, Webtoons, vld/Lotura, Promare, The witcher/Yenralt, etc","It's too cold outside,Colombia",180,103,31239,0,"also, I loved the modern esthetic of Lunaria, like, Chang'e is an immortal 3000 year old goddess, why wouldn't she enjoy modern technology? I understand why she prefers to hide on the dark side of the mon tho",[]
99,AmaruSai,Man Of Focus🎴,,333,208,11516,0,@CrazybombWorld @DBPerfectShots Esthetic choice,[]
100,mistermauii,"very lorge, in charge. Ime have one step sistor(name mother),, cat nip and prozac are mine drugs of choice. header by @yeah_good_okay & pfp by @panfurprince",,298,750,1470,0,"@estherbeancat As are youm,, Esthetic,,❤️",[]
101,raziaMirza5,Medical Esthetician who is a die heart fan of skincare products and chemistry. I think bio and chem is my fav.. check my YouTube for more info,"Salem, OR",58,13,241,0,@MakeupForWOC I honestly had to do so much research and reached out to my old instructors from esthetic school then I saw you getting the enlighten RX peel and then I realized that if you use it the right way it is not harmful.,[]
102,__aboutmary,🇳🇬 20.10.20🕯🕊,,2162,2620,27089,30,"An Esthetic Clinic in Lekki, Lagos is looking to hire an entry level nurse. 

Requirements:
• Nursing degree and license 
• Must have completed or be enrolled in NYSC 
• No prior work experience is required, however, interest in esthetics is non-negotiable",[]
103,RandySavarese,"@USNavy photojournalist turned artist and street philosopher. 
// CashApp@ $RandySavarese",Inside My Head,753,777,1078,0,"@ScotStratGuy @dereklwalker I enjoy my ancient artifacts, the design esthetic still speaks to me. https://t.co/86Sc1xz619",[]
104,SunnKissdKitten,groupies follow me like Twitter I'm rolling up my catnip and shitting in your litter,The Great Sphinx of Giza,5277,4814,158570,0,@focuslikeford Definitely not. Ambiance and esthetic has no age,[]
105,KXierchez,"Chef by trade, foodie and techie by heart.",,193,3,203,0,"@randomfrankp That ugly ""vision"" theme strip and the sli cutout design just bothers me. Otherwise, i love the card's clean and classy esthetic. Did you see the Zotac all white?",[]
106,SetzerGabianni,My time is now,,226,13,528,0,"@Xbox_SeXy I only would agree that Ghost should have won out of those 2. I was pulling for Animal Crossing but Ghost was a new ip and went for an esthetic that it completely immersed the player in. It also had gameplay, jajaja! I look at LoU2 and think just make a damn movie then.",[]
107,hjwntbe4,,,199,197,1071,0,@treasuremembers Yedam the real esthetic boy🥰,[]
108,esthetic_smile,"Jacob Vayner DMD - Esthetic Smile Dental. We look forward to helping you recover and enjoy a valuable, mesmerizing smile. (818) 305-6639","Reseda, CA",42,99,1889,0,What makes you #smile? #motivationmonday https://t.co/1UBZuvJLY8,"['smile', 'motivationmonday']"
109,esthetic_tahira,"😌 ι мay noт вe тнe gιrl тнaт everyone wanтѕ,
вυт aт leaѕт ι aм noт тнe gιrl тнaт everyone'ѕ нad😏.","Khanewal, Pakistan ",20,6,23,0,I'm tired mentally and physically🙂 https://t.co/kOYxW9lDr3,[]
110,danyaalashi1998,🇱🇧( وَاخْفِضْ لَهُمَا جَنَاحَ الذُّلِّ مِنَ الرَّحْمَةِ وَقُلْ رَبِّي ارْحَمْهُمَا كَمَا رَبَّيَانِي صَغِيرًا ) طب وجراحة الفم و الاسنان - جامعة مصر,المدينة المنورة ,231,595,35151,1,"For memory ✨ :
A  35 years old female ,  class |V in upper left lateral , class ||| in upper left  and right centrals , she has esthetic complain 
I know it is not perfect  , but i still trying. https://t.co/LAuM2jIeOw",[]
111,mariam101712,MUST Dentistry student ..,"El Behera, Egypt / 6 october ",827,2631,4925,1,"For memory ✨ :
A  35 years old female ,  class |V in upper left lateral , class ||| in upper left  and right centrals , she has esthetic complain 
I know it is not perfect  , but i still trying. https://t.co/LAuM2jIeOw",[]
112,pattavux,(fan account) he/him • 🏳️‍🌈 • stream positions • december is here ❄☃️,"Nordrhein-Westfalen, Deutschla",1507,1634,17048,0,@timtimwhor3 @imhxariana @parisnights__ Esthetic. Get out of here 😭,[]
113,FLIP2MODE,"Health Nut | God's Child | NY Born, Raised & Made | 1908 | Bibliophile | Unashamed | Queen Upon The Throne | She/Her/Hers | GPACP",LLEIYB | TTMN,666,891,62641,0,The slayed wig look with baby hairs looks dumb AF on non-blacks. The esthetic just don't hit 😂,[]
